itemLabel.value,film_id,year,instanceLabel,duration,englishTitle,originalTitle,description,genre,country,language,director,production_company,imdb_id,kinopoisk_id,cast,screenwriter,youtube_id,director_of_photography,composer,wikipedia_url
Gu-Ga,Q4151196,1989.0,['film'],128.0,['Gu-Ga'],['Гу-га'],['1989 film by Villen Novak'],"['drama film', 'war film']",['Soviet Union'],['Russian'],['Q4321848'],['Odesa Film Studio'],['tt0272646'],['44617'],"['Q944215', 'Q2834347', 'Q4429859']",,['5hlPhLv5whU'],['Vadim Avloshenko'],['Viktor Vlasov'],['https://ru.wikipedia.org/wiki/Гу-га']
Eksperiment doktora Absta,Q4530568,1968.0,['film'],89.0,['Eksperiment doktora Absta'],['Эксперимент доктора Абста'],['1968 film'],"['action film', 'war film']",['Soviet Union'],['Russian'],['Q21145967'],['Dovzhenko Film Studios'],['tt0062928'],['41984'],"['Q4159212', 'Q4327335']",,,['Aleksandr Yanovskiy'],,['https://ru.wikipedia.org/wiki/Эксперимент_доктора_Абста']
"War and Peace, Part I: Andrei Bolkonsky",Q10548680,1965.0,['film'],147.0,"['War and Peace, Part I: Andrei Bolkonsky']",,['1965 film by Sergei Bondarchuk'],['drama film'],['Soviet Union'],['Russian'],['Q55190'],,['tt0059884'],['45817'],"['Q55190', 'Q55207', 'Q242138', 'Q312483', 'Q464265', 'Q466139', 'Q603381', 'Q1509164', 'Q2626298', 'Q3164820', 'Q3918331', 'Q4151274', 'Q4424587', 'Q4485021']",['Sergei Bondarchuk'],,,,[]
Flamingo: The Bird of Luck,Q12379456,1986.0,['film'],67.0,['Flamingo: The Bird of Luck'],['Фламинго приносит счастье'],['1986 film by Tõnis Kask'],['drama film'],"['Estonia', 'Soviet Union']",['Estonian'],['Q16406440'],,['tt0447572'],['346192'],,['Tõnis Kask'],,['Valeri Blinov'],,[]
Solaris,Q125772,1972.0,['film'],160.0,['Solaris'],['Солярис'],['1972 film directed by Andrei Tarkovsky'],"['film based on a novel', 'drama film', 'adventure film', 'science fiction film', 'art film']",['Soviet Union'],['Russian'],['Q853'],['Mosfilm'],['tt0069293'],['43911'],"['Q516935', 'Q603381', 'Q704281', 'Q724323', 'Q754131', 'Q787038', 'Q908633', 'Q1394070', 'Q2591268', 'Q2833915', 'Q3350423', 'Q3561885', 'Q4214147', 'Q4452639', 'Q4453791', 'Q20511379']","['Friedrich Gorenstein', 'Andrei Tarkovsky']","['6-4KydP92ss', 'xXa6XpaxBS0']",['Vadim Yusov'],"['Johann Sebastian Bach', 'Eduard Artemyev']","['https://en.wikipedia.org/wiki/Solaris_(1972_film)', 'https://ru.wikipedia.org/wiki/Солярис_(фильм,_1972)']"
Blue Mountains,Q549600,1983.0,['film'],91.0,['Blue Mountains'],"['Голубые горы, или Неправдоподобная история']",['1983 film by Eldar Shengelaya'],['comedy film'],['Soviet Union'],"['Russian', 'Georgian']",['Q651895'],['Kartuli Pilmi'],['tt0087349'],['42352'],"['Q467659', 'Q1967346', 'Q1967530', 'Q3103753', 'Q4138698', 'Q4159924', 'Q4206952', 'Q4266999', 'Q4360524', 'Q4450101', 'Q4518423']",['Rezo Cheishvili'],,['Levan Paatashvili'],['Gia Kancheli'],"['https://en.wikipedia.org/wiki/Blue_Mountains_(1983_film)', 'https://ru.wikipedia.org/wiki/Голубые_горы,_или_Неправдоподобная_история']"
Farewell,Q331960,1983.0,['film'],107.0,['Farewell'],['Прощание'],['1983 film by Elem Klimov'],['drama film'],['Soviet Union'],['Russian'],"['Q138477', 'Q516987']",['Mosfilm'],['tt0086149'],['43315'],"['Q1966992', 'Q2632355', 'Q3920849', 'Q4098868', 'Q4217379', 'Q16636054']",,"['hHi5p95Esnc', 'mPWJpf8_jQk']",['Alexei Rodionov'],"['Alfred Schnittke', 'Vyacheslav Artyomov']","['https://en.wikipedia.org/wiki/Farewell_(1983_film)', 'https://ru.wikipedia.org/wiki/Прощание_(фильм,_1981)']"
It,Q575697,1989.0,['film'],130.0,['It'],['Оно'],['1989 film by Sergey Ovcharov'],"['tragicomedy', 'farce']",['Soviet Union'],['Russian'],['Q4330894'],['Lenfilm'],['tt0098030'],['42773'],"['Q271485', 'Q378333', 'Q466139', 'Q2368070', 'Q2622206', 'Q3888966', 'Q13218064']",['Sergey Ovcharov'],,['Valery Fedosov'],['Sergey Kuryokhin'],"['https://en.wikipedia.org/wiki/It_(1989_film)', 'https://ru.wikipedia.org/wiki/Оно_(фильм,_1989)']"
Канал,Q4212124,1975.0,['film'],,,['Канал'],['1975 film by Vladimir Bortko'],['drama film'],['Soviet Union'],['Russian'],['Q984154'],['Dovzhenko Film Studios'],['tt4842640'],['474403'],['Q2454822'],['Vladimir Bortko'],,,['Boris Buyevsky'],"['https://ru.wikipedia.org/wiki/Канал_(фильм,_1975)']"
Кража,Q4237433,1970.0,['film'],,,['Кража'],['1970 film by Alexandre Gordon'],['mystery film'],['Soviet Union'],['Russian'],['Q2833712'],['Moldova-Film'],['tt0065949'],['44968'],['Q1623429'],['Aleksei Nagornyj'],['McTjTWb9Ca8'],,['Nikolai Sidelnikov'],"['https://ru.wikipedia.org/wiki/Кража_(фильм,_1970)']"
Iolanta,Q4202698,1963.0,['film'],82.0,['Iolanta'],['Иоланта'],['1963 opera film directed by Vladimir Gorikker'],,['Soviet Union'],['Russian'],['Q4144160'],['Riga Film Studio'],['tt0058762'],['42615'],"['Q2067930', 'Q4139620', 'Q4186193', 'Q4319773', 'Q4399478', 'Q4479565', 'Q4520771']",,,,['Pyotr Ilyich Tchaikovsky'],['https://ru.wikipedia.org/wiki/Иоланта_(фильм-опера)']
Пять дней отдыха,Q106254826,1969.0,['film'],,,['Пять дней отдыха'],['1969 film'],['melodrama'],['Soviet Union'],,['Q4131202'],['Mosfilm'],,,,,,,,['https://ru.wikipedia.org/wiki/Пять_дней_отдыха']
Миражи любви,Q106765274,1978.0,['film'],98.0,,['Миражи любви'],['film directed by Tolomush Okeyev'],,"['Syria', 'Soviet Union']",,['Q2015361'],,['tt0174026'],['46646'],,"['Timur Zulfikarov', 'Tolomush Okeyev']",['B8-z1um3V1k'],,['Rumil Vildanov'],['https://ru.wikipedia.org/wiki/Миражи_любви']
Краткие встречи на долгой войне,Q107074149,1975.0,['film'],,,['Краткие встречи на долгой войне'],['1975 film'],,['Soviet Union'],,,['Tajikfilm'],,,,,,,,['https://ru.wikipedia.org/wiki/Краткие_встречи_на_долгой_войне']
How Robinson Was Created,Q4208847,1961.0,['film'],15.0,['How Robinson Was Created'],['Как создавался Робинзон'],['1961 film by Eldar Ryazanov'],['comedy film'],['Soviet Union'],['Russian'],['Q381944'],['Mosfilm'],,,"['Q469557', 'Q4137162', 'Q4484112']",['Eldar Ryazanov'],,,['Anatoly Lepin'],"['https://en.wikipedia.org/wiki/How_Robinson_Was_Created', 'https://ru.wikipedia.org/wiki/Как_создавался_Робинзон']"
Зимородок,Q4192107,1972.0,['film'],76.0,,['Зимородок'],['1972 film by Vyacheslav Nikiforov'],['drama film'],['Soviet Union'],['Russian'],['Q17582600'],['Belarusfilm'],['tt1721141'],['468781'],"['Q3918042', 'Q4406686']",['Yuri Yakovlev'],,,,['https://ru.wikipedia.org/wiki/Зимородок_(фильм)']
Комедия ошибок,Q4229505,1978.0,['film'],,,['Комедия ошибок'],['1978 film by Vadim Gauzner'],['comedy film'],['Soviet Union'],['Russian'],['Q21092943'],['Lenfilm'],['tt0170117'],['160907'],"['Q446914', 'Q2627297', 'Q2628071', 'Q4067422']",['Friedrich Gorenstein'],,,['Vyacheslav Ganelin'],['https://ru.wikipedia.org/wiki/Комедия_ошибок_(фильм)']
Испанский вариант,Q4204158,1980.0,['film'],,,['Испанский вариант'],['1980 film by Ēriks Lācis'],"['war film', 'film based on a novel']",['Soviet Union'],['Russian'],['Q4122765'],['Riga Film Studio'],['tt0230340'],['42635'],,['Yulian Semyonov'],,,['Raimonds Pauls'],['https://ru.wikipedia.org/wiki/Испанский_вариант_(фильм)']
Какая у вас улыбка,Q110028684,1975.0,['film'],89.0,,['Какая у вас улыбка'],['1975 film directed by Oleg Nikolayevsky'],['comedy film'],['Soviet Union'],['Russian'],['Q4320453'],['Sverdlovsk Film Studio'],['tt0218372'],['44687'],,['Vladimir Valutsky'],"['gzl3MKSUK4k', 'k_Yut4C5WVg']",,,
Katerina Izmailova,Q4217296,1966.0,['film'],118.0,['Katerina Izmailova'],['Катерина Измайлова'],['1966 film by Mikhail Shapiro'],['drama film'],['Soviet Union'],['Russian'],['Q4520210'],['Lenfilm'],['tt0122128'],['44738'],['Q230916'],['Dmitri Shostakovich'],['YjWtkGC3_iY'],,['Dmitri Shostakovich'],"['https://en.wikipedia.org/wiki/Katerina_Izmailova_(film)', 'https://ru.wikipedia.org/wiki/Катерина_Измайлова_(фильм-опера,_1966)']"
Чинара на скале,Q110822884,1965.0,['film'],,,['Чинара на скале'],['1965 film'],['drama film'],['Soviet Union'],['Russian'],,['Kazakhfilm'],,['1007865'],,,['zDu5SsbM3DQ'],,,
Контракт века,Q4231683,1985.0,['film'],135.0,,['Контракт века'],['1985 film by Aleksandr Muratov'],['drama film'],['Soviet Union'],['Russian'],['Q4307855'],['Lenfilm'],['tt0089438'],['44904'],"['Q1623429', 'Q1964037', 'Q2365826', 'Q2387480', 'Q4536859']",['Eduard Volodarsky'],,['Konstantin Ryzhov'],,['https://ru.wikipedia.org/wiki/Контракт_века_(фильм)']
Aynalayyn,Q111373092,1991.0,['film'],72.0,['Aynalayyn'],,['1991 film directed by Bolat Qalymbetov'],['drama film'],['Soviet Union'],['Kazakh'],['Q12535893'],['Kazakhfilm'],['tt0312332'],['43429'],,,['cdZlJfmj_rE'],,,
Бегущая мишень,Q111524965,1991.0,['film'],82.0,,['Бегущая мишень'],['1991 film directed by Talgat Temenov'],['drama film'],['Soviet Union'],['Russian'],['Q12564473'],['Kazakhfilm'],['tt0101422'],['46053'],,,['qfWLveEPnlw'],,,
Alibaba Aur 40 Chor,Q780428,1980.0,['film'],153.0,['Alibaba Aur 40 Chor'],['Приключения Али-Бабы и сорока разбойников'],['1980 film by Umesh Mehra'],"['cinematic fairy tale', 'drama film', 'action film', 'adventure film', 'family film']","['India', 'Soviet Union']","['Hindi', 'Russian']","['Q7881500', 'Q12165132']",['Uzbekfilm'],['tt0079749'],['43251'],"['Q33635', 'Q184411', 'Q378333', 'Q379157', 'Q446914', 'Q718622', 'Q3401588', 'Q4122426']",,,,['Rahul Dev Burman'],"['https://en.wikipedia.org/wiki/Adventures_of_Ali-Baba_and_the_Forty_Thieves_(film)', 'https://ru.wikipedia.org/wiki/Приключения_Али-Бабы_и_сорока_разбойников']"
Квартет Гварнери,Q4218534,1978.0,['film'],,,['Квартет Гварнери'],['1978 film'],['adventure film'],['Soviet Union'],['Russian'],['Q19521571'],['Odesa Film Studio'],['tt0385823'],['103505'],['Q2623285'],,,,,['https://ru.wikipedia.org/wiki/Квартет_Гварнери_(фильм)']
Caravan of Death,Q4213635,1991.0,['film'],79.0,['Caravan of Death'],['Караван смерти'],['1991 film by Ivan Solovov'],['action film'],['Soviet Union'],['Russian'],['Q13224565'],,['tt0102188'],['44715'],['Q4344122'],,,,['Yevgeni Gevorgyan'],"['https://en.wikipedia.org/wiki/Caravan_of_Death_(1991_film)', 'https://ru.wikipedia.org/wiki/Караван_смерти_(фильм,_1991)']"
Zakhar Berkut,Q4188524,1971.0,['film'],92.0,['Zakhar Berkut'],['Захар Беркут'],['1971 film by Leonid Osyka'],"['film based on literature', 'drama film']",['Soviet Union'],['Russian'],['Q4339212'],['Dovzhenko Film Studios'],['tt0175346'],['45211'],"['Q894310', 'Q1048113', 'Q3183886', 'Q7241584']",['Dmytro Pavlychko'],,,,"['https://ru.wikipedia.org/wiki/Захар_Беркут_(фильм,_1971)']"
И с вами снова я,Q4195089,1981.0,['film'],,,['И с вами снова я'],['1981 film'],['drama film'],['Soviet Union'],['Russian'],['Q4132238'],['Studio Ekran'],['tt0082542'],['331730'],,,,,,['https://ru.wikipedia.org/wiki/И_с_вами_снова_я...']
Graftio Engineer,Q4201000,1979.0,['film'],81.0,['Graftio Engineer'],['Инженер Графтио'],['1979 film by Gennady Kazansky'],['biographical film'],['Soviet Union'],['Russian'],['Q4207760'],['Lenfilm'],['tt0129166'],['42614'],"['Q469557', 'Q4226501', 'Q4349983', 'Q4527942', 'Q15066272']",['Aleksandr Mihajlovič Galin'],,['Semyon Ivanov'],['Nadezhda Simonyan'],['https://ru.wikipedia.org/wiki/Инженер_Графтио']
Индийские йоги — кто они?,Q4200786,1970.0,['film'],50.0,,['Индийские йоги — кто они?'],['1970 film'],['documentary film'],['Soviet Union'],['Russian'],['Q4417289'],['Kievnauchfilm'],,,,['Anatoly Zubkov'],,,,['https://ru.wikipedia.org/wiki/Индийские_йоги_—_кто_они?']
Исповедь. Хроника отчуждения,Q4204170,1988.0,['film'],,,['Исповедь. Хроника отчуждения'],['1988 film'],['documentary film'],['Soviet Union'],['Russian'],,['Mosfilm'],,,,,,['Sergey Kozlov'],,['https://ru.wikipedia.org/wiki/Исповедь._Хроника_отчуждения']
Ищу друга жизни,Q4205751,1987.0,['film'],,,['Ищу друга жизни'],['1987 film directed by Mikhail Yershov'],,['Soviet Union'],['Russian'],['Q4176896'],['Lenfilm'],['tt0298377'],['42622'],['Q4071580'],['Arkadiy Krasilshchikov'],['IlV1pgm04as'],['Viktor Karasyov'],['Oleg Khromushin'],['https://ru.wikipedia.org/wiki/Ищу_друга_жизни']
Ищите девушку,Q4205752,1970.0,['film'],87.0,,['Ищите девушку'],['1970 film by Hasan Seyidbeyli'],"['mystery film', 'detective film', 'action film']","['Azerbaijan', 'Soviet Union']","['Russian', 'Azerbaijani']",['Q4413083'],['Azerbaijanfilm'],['tt1852865'],['624749'],"['Q2004330', 'Q2025779', 'Q2042504', 'Q4280422', 'Q12839035', 'Q12840228', 'Q12841461', 'Q12844923', 'Q12846157', 'Q12846603']",['Hasan Seyidbeyli'],,['Arif Narimanbekov'],['Tofig Guliyev'],['https://ru.wikipedia.org/wiki/Ищите_девушку']
Как Хашим был большим,Q4208793,1975.0,['film'],63.0,,['Как Хашим был большим'],['1975 film by Yuri Stepchuk'],['cinematic fairy tale'],['Soviet Union'],['Russian'],['Q4442285'],['Uzbekfilm'],['tt1726663'],['478833'],['Q21907057'],,,,['Rumil Vildanov'],['https://ru.wikipedia.org/wiki/Как_Хашим_был_большим']
"Vacation of Petrov and Vasechkin, Usual and Incredible",Q4212460,1984.0,['film'],132.0,"['Vacation of Petrov and Vasechkin, Usual and Incredible']","['Каникулы Петрова и Васечкина, обыкновенные и невероятные']",['1984 film by Vladimir Alenikov'],"['adventure film', 'musical film']",['Soviet Union'],['Russian'],['Q4062092'],['Odesa Film Studio'],['tt0082941'],['81480'],"['Q446914', 'Q2834347', 'Q4168811']",,,,,"['https://en.wikipedia.org/wiki/Vacation_of_Petrov_and_Vasechkin,_Usual_and_Incredible', 'https://ru.wikipedia.org/wiki/Каникулы_Петрова_и_Васечкина,_обыкновенные_и_невероятные']"
Когда зацвёл миндаль,Q4226035,1972.0,['film'],,,['Когда зацвёл миндаль'],['1972 film by Lana Gogoberidze'],['drama film'],['Soviet Union'],"['Georgian', 'Russian']",['Q3649217'],,['tt0171699'],['42130'],['Q4450101'],['Zaira Arsenishvili'],,['Giorgi Chelidze'],['Gia Kancheli'],['https://ru.wikipedia.org/wiki/Когда_зацвёл_миндаль']
"Commander of the Lucky ""Pike""",Q4229152,1972.0,['film'],,"['Commander of the Lucky ""Pike""']",['Командир счастливой «Щуки»'],['1972 film by Boris Volchek'],['war film'],['Soviet Union'],['Russian'],['Q4124222'],['Mosfilm'],['tt0068812'],['44869'],"['Q908633', 'Q4093818', 'Q4107030']",['Aleksandr Moldavsky'],['XlX1IjPhmVU'],['Boris Volchek'],['Aleksandr Zatsepin'],"[""https://en.wikipedia.org/wiki/Commander_of_the_Lucky_'Pike'"", 'https://ru.wikipedia.org/wiki/Командир_счастливой_«Щуки»']"
Кому на Руси жить…,Q4230309,1989.0,['film'],,,['Кому на Руси жить…'],['1989 film by Mikhail Vedyshev'],['drama film'],['Soviet Union'],['Russian'],['Q18008971'],['Gorky Film Studio'],['tt0311409'],['44887'],"['Q1967525', 'Q2626247', 'Q3919055', 'Q4091037', 'Q4173799', 'Q4205448', 'Q4322639', 'Q4513000', 'Q19742605']",,['AR_OxJwoDy4'],,,['https://ru.wikipedia.org/wiki/Кому_на_Руси_жить…']
Конец Любавиных,Q4230744,1971.0,['film'],,,['Конец Любавиных'],['1971 film by Leonid Golovnia'],['historical film'],['Soviet Union'],['Russian'],['Q4141993'],['Mosfilm'],['tt0067312'],['44897'],['Q4108139'],['Leonid Golovnia'],,,['Nikolai Karetnikov'],['https://ru.wikipedia.org/wiki/Конец_Любавиных']
Конец света с последующим симпозиумом,Q4230756,1986.0,['film'],244.0,,['Конец света с последующим симпозиумом'],['1986 film by Tatyana Lioznova'],['mystery film'],['Soviet Union'],['Russian'],['Q466041'],['Gorky Film Studio'],['tt2076244'],['461876'],"['Q471740', 'Q2622206', 'Q2997148', 'Q4065444']",['Tatyana Lioznova'],"['CQo9KjWXTtw', 'mNU_IgQexuQ', 'vI8HRE6IHLs']","['Peter Kataev', 'Mikhail Yakovich']",['Gia Kancheli'],['https://ru.wikipedia.org/wiki/Конец_света_с_последующим_симпозиумом_(фильм)']
Контрольная по специальности,Q4231732,1981.0,['film'],76.0,,['Контрольная по специальности'],['1981 film'],['melodrama'],['Soviet Union'],['Russian'],,['Belarusfilm'],['tt0237384'],['44905'],"['Q910373', 'Q2391188', 'Q4283065', 'Q4321672']",['Igor Bolgarin'],,,['Veniamin Basner'],['https://ru.wikipedia.org/wiki/Контрольная_по_специальности']
Концерт для двух скрипок,Q4231882,1975.0,['film'],,,['Концерт для двух скрипок'],['1975 film'],,['Soviet Union'],['Russian'],['Q75392405'],['Mosfilm'],['tt4844660'],['567165'],"['Q917581', 'Q1964487', 'Q3341695', 'Q4103027', 'Q4282796', 'Q4350457', 'Q4520064']",['Vladimir Valutsky'],,['Nikolai Nemolyaev'],['Vladimir Terletsky'],['https://ru.wikipedia.org/wiki/Концерт_для_двух_скрипок']
King Stag,Q4233800,1969.0,['film'],72.0,['King Stag'],['Король-олень'],['1969 film by Pavel Arsenov'],['musical film'],['Soviet Union'],['Russian'],['Q1071764'],['Gorky Film Studio'],['tt0064554'],['44926'],"['Q784509', 'Q2622252', 'Q4279668']",['Vadim Korostylyov'],['66nKi8IwHl0'],['Inna Zarafyan'],['Mikael Tariverdiev'],"['https://en.wikipedia.org/wiki/King_Stag', 'https://ru.wikipedia.org/wiki/Король-олень_(фильм)']"
Krasavets-muzhchina,Q4237700,1978.0,['film'],130.0,['Krasavets-muzhchina'],['Красавец-мужчина'],['1978 film'],['musical film'],['Soviet Union'],['Russian'],['Q20507397'],['Studio Ekran'],['tt0077819'],['80772'],"['Q68537', 'Q461085', 'Q466139', 'Q521665', 'Q2632355']",,['JuMa7mKJgKg'],,['Vladimir Dashkevich'],['https://ru.wikipedia.org/wiki/Красавец-мужчина_(фильм)']
Krestiyanskiy syn,Q4240472,1975.0,['film'],86.0,['Krestiyanskiy syn'],['Крестьянский сын'],['1975 film by Irma Raush'],['adventure film'],['Soviet Union'],['Russian'],['Q1981049'],['Gorky Film Studio'],['tt4844700'],['433812'],"['Q400614', 'Q2632355', 'Q4282047', 'Q4523208']",,['MZcwzPoLkaE'],,['Eduard Artemyev'],['https://ru.wikipedia.org/wiki/Крестьянский_сын']
Крутое поле,Q4242487,1979.0,['film'],,,['Крутое поле'],['1979 film by Lev Saakov'],,['Soviet Union'],['Russian'],['Q20511664'],['Mosfilm'],['tt4968574'],['931051'],"['Q1990895', 'Q4064829', 'Q4148164', 'Q4255782', 'Q4528080', 'Q7233026', 'Q12166167']","['Lev Saakov', 'Aleksey Timm']",,,['Valentin Levashov'],"['https://ru.wikipedia.org/wiki/Крутое_поле_(фильм,_1979)']"
Крушение империи,Q4242624,1970.0,['film'],,,['Крушение империи'],['1970 film by Uładzimier Korš-Sablin'],['film adaptation'],['Soviet Union'],['Russian'],['Q2024926'],['Belarusfilm'],['tt4667944'],['439756'],"['Q328254', 'Q447193', 'Q3575559', 'Q3918030']","['Mikhail Bleiman', 'Nikolai Kovarsky']",,,,['https://ru.wikipedia.org/wiki/Крушение_империи_(фильм)']
Ivan's Childhood,Q147878,1962.0,['film'],95.0,"[""Ivan's Childhood""]",['Иваново детство'],['1962 film by Andrei Tarkovsky'],"['war film', 'drama film']",['Soviet Union'],['Russian'],['Q853'],['Mosfilm'],['tt0056111'],['42667'],"['Q55208', 'Q603381', 'Q1964825', 'Q1981049', 'Q2003935', 'Q3061576', 'Q3498416', 'Q4279668']","['Andrei Tarkovsky', 'Andrei Konchalovsky', 'Mikhail Papava', 'Vladimir Bogomolov']",['aRkPoF7iVGc'],['Vadim Yusov'],['Vyacheslav Ovchinnikov'],"[""https://en.wikipedia.org/wiki/Ivan's_Childhood"", 'https://ru.wikipedia.org/wiki/Иваново_детство']"
Give me a complaints book,Q400218,1964.0,['film'],86.0,['Give me a complaints book'],['Дайте жалобную книгу'],['1964 film by Eldar Ryazanov'],['comedy film'],['Soviet Union'],['Russian'],['Q381944'],['Mosfilm'],['tt0057991'],['44086'],"['Q310873', 'Q381944', 'Q469557', 'Q730275', 'Q1532068', 'Q1623429', 'Q1965634', 'Q2003697', 'Q4082228', 'Q4142441', 'Q4165014', 'Q4168495', 'Q4372645']","['Alexander Galich', 'Boris Laskin']",['immo4JI8CP0'],"['Anatoly Mukasey', 'Vladimir Nakhabtsev']",['Anatoly Lepin'],"['https://en.wikipedia.org/wiki/Give_Me_a_Book_of_Complaints', 'https://ru.wikipedia.org/wiki/Дайте_жалобную_книгу']"
Eolomea,Q464530,1972.0,['film'],82.0,['Eolomea'],['Эоломея'],['1972 film by Herrmann Zschoche'],"['science fiction film', 'drama film']","['Germany', 'Soviet Union', 'German Democratic Republic', ""People's Republic of Bulgaria""]","['German', 'Russian']",['Q106168'],,['tt0068542'],['68470'],"['Q69661', 'Q451240', 'Q1138255', 'Q1381787', 'Q1584803', 'Q1594113', 'Q1624564', 'Q1675895', 'Q2589736', 'Q3918052']",['Angel Wagenstein'],,['Günter Jaeuthe'],['Günther Fischer'],"['https://en.wikipedia.org/wiki/Eolomea', 'https://ru.wikipedia.org/wiki/Эоломея']"
