film_id,film_name,actor_id,actor_name
Q4127740,All the King's Men,Q1509265,Georgiy Zhzhonov
Q4127740,All the King's Men,Q2631297,Rostislav Plyatt
Q4127740,All the King's Men,Q4097651,Nikolai Bubnov
Q4127740,All the King's Men,Q4503702,Sergey Tseyts
Q4128497,"Vy chyo, starichyo?",Q4242702,Yauhen Kryzhanowski
Q4109464,Spring Selection,Q1657736,Igor Kostolevsky
Q4110177,A Night Before Christmas,Q4387977,Aleksandr Radunsky
Q4128497,"Vy chyo, starichyo?",Q28500281,Mikhail Pakhomenko
Q4127740,All the King's Men,Q4327335,Laimonas Noreika
Q4128469,Entrance to the Labyrinth,Q2655731,Algimantas Masiulis
Q4128469,Entrance to the Labyrinth,Q4397133,Boris Romanov
Q4110177,A Night Before Christmas,Q1964680,Sergey Martinson
Q4128497,"Vy chyo, starichyo?",Q4389564,Irina Rakshina
Q4127691,Встреча на переправе,Q3918052,Vsevolod Sanayev
Q4127691,Встреча на переправе,Q4281963,Olga Markina
Q4110177,A Night Before Christmas,Q4497030,Alexandr Chvylja
Q4127691,Встреча на переправе,Q7233026,Pyotr Lyubeshkin
Q4128516,Выбор,Q4536831,Aleksandr Yakovlev
Q4128977,Ransom,Q15145409,Sergei Priselkov
Q4128469,Entrance to the Labyrinth,Q1680333,Lev Borisov
Q4128469,Entrance to the Labyrinth,Q2785279,Mikk Mikiver
Q4128469,Entrance to the Labyrinth,Q4081363,Boris Bekker
Q4128469,Entrance to the Labyrinth,Q4199507,Kapitolina Illenko
Q4110177,A Night Before Christmas,Q4243575,Anatoly Kubatsky
Q4128516,Выбор,Q4226982,Aleksandr Koznov
Q4128469,Entrance to the Labyrinth,Q1396888,Mikhail Gluzsky
Q4128516,Выбор,Q376335,Mikhail Ulyanov
Q4127767,Всё из-за этой шальной Паулины,Q2082542,Lilita Bērziņa
Q4128469,Entrance to the Labyrinth,Q23712972,Natalya Khorokhorina
Q4110251,Вечный муж,Q457434,Stanislav Lyubshin
Q4127946,The Second Attempt of Viktor Krokhin,Q4094751,Ivan Bortnik
Q4128469,Entrance to the Labyrinth,Q4131637,Sergey Gazarov
Q4127946,The Second Attempt of Viktor Krokhin,Q1623429,Oleg Borisov
Q4128516,Выбор,Q4285056,Algis Matulionis
Q4127946,The Second Attempt of Viktor Krokhin,Q68537,Lyudmila Gurchenko
Q4128469,Entrance to the Labyrinth,Q1072225,Yuriy Nazarov
Q4128469,Entrance to the Labyrinth,Q2368070,Leonid Kuravlyov
Q4128469,Entrance to the Labyrinth,Q4144760,Yury Gorobets
Q4128469,Entrance to the Labyrinth,Q4244948,Villor Kuznetsov
Q4110207,The Evening Labyrinth,Q289088,Alexander Lazarev
Q4127946,The Second Attempt of Viktor Krokhin,Q4401622,Nikolay Rybnikov
Q4127740,All the King's Men,Q1071694,Alla Demidova
Q4110207,The Evening Labyrinth,Q2568825,Vladimir Basov
Q4127740,All the King's Men,Q1317231,Tatyana Lavrova
Q4127740,All the King's Men,Q4244975,Yevgeny Kuznetsov
Q4128516,Выбор,Q6678680,Yelena Fadeyeva
Q4127740,All the King's Men,Q4196002,Boris Ivanov
Q4110251,Вечный муж,Q1657736,Igor Kostolevsky
Q4127740,All the King's Men,Q469557,Anatoli Papanov
Q4110207,The Evening Labyrinth,Q4346210,Nikolay Parfyonov
Q4128469,Entrance to the Labyrinth,Q539500,Natalya Arinbasarova
Q4128469,Entrance to the Labyrinth,Q1970312,Larisa Udovichenko
Q4127691,Встреча на переправе,Q4276251,Yelena Maksimova
Q4128516,Выбор,Q273150,Natalya Belokhvostikova
Q4127740,All the King's Men,Q1344765,Yevgeniy Yevstigneyev
Q4128516,Выбор,Q4155994,Wacław Dworzecki
Q4110207,The Evening Labyrinth,Q4104765,Tatyana Vasileva
Q4127740,All the King's Men,Q2632355,Lev Durov
Q4128469,Entrance to the Labyrinth,Q1657736,Igor Kostolevsky
Q4128469,Entrance to the Labyrinth,Q2067930,Alexander Belyavsky
Q4127740,All the King's Men,Q4520868,Ivan Shatsila
Q4128497,"Vy chyo, starichyo?",Q1680333,Lev Borisov
Q4128497,"Vy chyo, starichyo?",Q15139572,Yelena Melnikova
Q4127740,All the King's Men,Q17427997,Georgy Shevtsov
Q4128469,Entrance to the Labyrinth,Q4155996,Evgeny Dvorzhetsky
Q4110177,A Night Before Christmas,Q4537053,Mykola Yakovchenko
Q4127740,All the King's Men,Q633916,Oleg Yefremov
Q4128516,Выбор,Q4265649,Boris Shcherbakov
Q4127740,All the King's Men,Q4122800,Ada Wójcik
Q4127691,Встреча на переправе,Q4492913,Gennady Frolov
Q4109464,Spring Selection,Q4380980,Viktor Proskurin
Q4110207,The Evening Labyrinth,Q4199839,Viktor Ilichyov
Q4127740,All the King's Men,Q13032885,Stsyapan Biryla
Q4127740,All the King's Men,Q2628071,Mikhail Kozakov
Q4127740,All the King's Men,Q4098116,Inga Budkevich
Q4110207,The Evening Labyrinth,Q544810,Valentina Talyzina
Q4127691,Встреча на переправе,Q4322639,Boris Novikov
Q4110177,A Night Before Christmas,Q4497978,Lyudmila Khityaeva
Q4109464,Spring Selection,Q4481504,Aleksandr Fatyushin
Q4127740,All the King's Men,Q4223753,Aleksandra Klimova
Q4127740,All the King's Men,Q4498123,Valeri Khlevinsky
Q4110177,A Night Before Christmas,Q20669690,Yuri Tavrov
Q4110177,A Night Before Christmas,Q1509164,Georgy Millyar
Q4128497,"Vy chyo, starichyo?",Q4236011,Anatoliy Kotenyov
Q4110177,A Night Before Christmas,Q23658519,Lyudmyla Myznikova-Belinska
Q4127684,Встреча в конце зимы,Q4268217,Larisa Luzhina
Q4129655,A Pistol Shot,Q4535578,German Yushko
Q4131578,The Viper,Q4343847,Valeriy Panarin
Q4128977,Ransom,Q4275221,Roza Makagonova
Q4193271,Golden Mine,Q265610,Zhanna Prokhorenko
Q4193271,Golden Mine,Q287110,Lyubov Polishchuk
Q4184537,Little Hare,Q2367442,Leonid Bykov
Q4187806,Заряжённые смертью,Q400825,Georgi Yumatov
Q4184761,Закон,Q273150,Natalya Belokhvostikova
Q4131578,The Viper,Q4109492,Did Panas
Q4131578,The Viper,Q4372033,Yelena Ponsova
Q4128977,Ransom,Q4142398,Oleg Golubitsky
Q4128977,Ransom,Q4197092,Aleksey Ivashchenko
Q4128977,Ransom,Q4236667,Nikolay Kochegarov
Q4128977,Ransom,Q4265649,Boris Shcherbakov
Q4128977,Ransom,Q4291794,Irina Metlitskaya
Q4184761,Закон,Q4525477,Yury Shlykov
Q4193271,Golden Mine,Q1970312,Larisa Udovichenko
Q4131655,Qäzälxan,Q12840749,Kamal Xudaverdiyev
Q4131655,Qäzälxan,Q12841425,Loğman Kərimov
Q4193271,Golden Mine,Q4220776,Yevgeny Kindinov
Q4185341,Залив счастья,Q4405090,Sergey Sazontyev
Q4128977,Ransom,Q13218116,Vadim Vilsky
Q4185464,Заложник,Q4100141,Konstantin Butayev
Q4192062,Winter Cherry,Q721148,Vitaly Solomin
Q4184761,Закон,Q4265649,Boris Shcherbakov
Q4133015,Гамбринус,Q4463906,Aleksandr Trofimov
Q4192062,Winter Cherry,Q2306866,Ivars Kalniņš
Q4192062,Winter Cherry,Q4400363,Nina Ruslanova
Q4132261,Galatea,Q2637804,Māris Liepa
Q4188524,Zakhar Berkut,Q894310,Boryslav Brondukov
Q4188524,Zakhar Berkut,Q1048113,Bolot Beishenaliev
Q4133015,Гамбринус,Q1680333,Lev Borisov
Q4133015,Гамбринус,Q2637645,Mikhail Bezverkhny
Q4184890,Legal Marriage,Q273150,Natalya Belokhvostikova
Q4190645,The Green Carriage,Q4454863,Natalya Tenyakova
Q4192062,Winter Cherry,Q1994208,Yelena Safonova
Q4184890,Legal Marriage,Q1657736,Igor Kostolevsky
Q4131655,Qäzälxan,Q1195686,Yashar Nuri
Q4133015,Гамбринус,Q4331579,Fyodor Odinokov
Q4133015,Гамбринус,Q4365356,Boris Plotnikov
Q4133015,Гамбринус,Q4396438,Irina Rozanova
Q4131655,Qäzälxan,Q12842035,Mirza Aghabeyli
Q4129270,Высокая кровь,Q4315752,Boris Nevzorov
Q4131655,Qäzälxan,Q16371937,Nübar Novruzova
Q4192062,Winter Cherry,Q1970312,Larisa Udovichenko
Q4133015,Гамбринус,Q4400363,Nina Ruslanova
Q4184650,Sunset,Q1966522,Ramaz Chkhikvadze
Q4188524,Zakhar Berkut,Q7241584,Antonina Leftiy
Q4129270,Высокая кровь,Q4144760,Yury Gorobets
Q4131578,The Viper,Q2382979,Rayisa Nedashkivska
Q4133015,Гамбринус,Q571006,Victor Pavlov
Q4131578,The Viper,Q4099203,Aleksey Bunin
Q4128977,Ransom,Q4170877,Nikolay Dupak
Q4128977,Ransom,Q4193336,Aleksey Zolotnitsky
Q4128977,Ransom,Q4461121,Leonid Torkiani
Q4133015,Гамбринус,Q4169664,Yuriy Dubrovin (actor)
Q4133015,Гамбринус,Q4397202,Ernst Romanov
Q4131655,Qäzälxan,Q4334549,Hamida Omarova
Q4128977,Ransom,Q355839,Vladislav Galkin
Q4184650,Sunset,Q4134559,Viktor Gvozditsky
Q4131578,The Viper,Q3183886,Konstantin Stepankov
Q4131578,The Viper,Q4154335,Vladimir Dalsky
Q4131578,The Viper,Q4272798,Sergey Lyakhnitsky
Q4131578,The Viper,Q4521811,Malvina Shvidler
Q4128977,Ransom,Q15064610,Vladimir Bolshov
Q4128977,Ransom,Q4112451,Emmanuil Vitorgan
Q4129270,Высокая кровь,Q1964825,Nikolai Burlyayev
Q4184761,Закон,Q4123336,Nikolay Volkov
Q4131472,Гадание на бараньей лопатке,Q926680,Maxim Munzuk
Q4193271,Golden Mine,Q4177377,Igor Yefimov
Q4128977,Ransom,Q4539804,Aleksandr Yatsko
Q4131578,The Viper,Q12166454,Vasyl Fushchych
Q4131578,The Viper,Q4299044,Oleksandr Movchan
Q4128977,Ransom,Q4241614,Larisa Kronberg
Q4128977,Ransom,Q4282642,Georgy Martirosyan
Q4128977,Ransom,Q4299044,Oleksandr Movchan
Q4128977,Ransom,Q4198792,Veronika Izotova
Q4193271,Golden Mine,Q1396888,Mikhail Gluzsky
Q4131578,The Viper,Q2454822,Ivan Mykolaichuk
Q4131578,The Viper,Q4184269,Boris Seidenberg
Q4131578,The Viper,Q4309714,Ninel Myshkova
Q4193271,Golden Mine,Q2364264,Oleg Dahl
Q4128977,Ransom,Q4497702,Boris Khimichev
Q4188524,Zakhar Berkut,Q3183886,Konstantin Stepankov
Q4132261,Galatea,Q254142,Ekaterina Maximova
Q4186631,Запасной аэродром,Q2003967,Andrei Rostotsky
Q4185506,The Salvos of the Aurora Cruiser,Q4452639,Vladimir Tatosov
Q4226047,When September comes,Q3341639,Nikolay Grabbe
Q4229505,Комедия ошибок,Q4067422,Olga Antonova
Q4229503,Komediya davno minuvshikh dney,Q1153582,Georgy Vitsin
Q4226047,When September comes,Q461589,Galina Polskikh
Q4229153,Mission,Q4307870,Radner Muratov
Q4229153,Mission,Q4476737,Viktor Uralskiy
Q4229505,Комедия ошибок,Q446914,Sofiko Chiaureli
Q4229504,Komediya o Lisistrate,Q21133141,Valentina Shendrikova
Q4229505,Комедия ошибок,Q2627297,Mikhail Kononov
Q4226056,When I Will Become a Giant,Q2373179,Mikhail Yefremov
Q4226036,When the Rain and Wind Knock at the Window,Q4341960,Eduards Pāvuls
Q4226047,When September comes,Q471740,Armen Dzhigarkhanyan
Q4229153,Mission,Q316086,Vasily Shukshin
Q4229152,"Commander of the Lucky ""Pike""",Q4093818,Aleksandr Borisov
Q4229152,"Commander of the Lucky ""Pike""",Q4107030,Pyotr Velyaminov
Q4229504,Komediya o Lisistrate,Q4482877,Irina Feofanova
Q4226047,When September comes,Q2425090,Vladimir Ivashov
Q4229153,Mission,Q2272478,Yevgeny Vesnik
Q4229123,Team 33,Q1072225,Yuriy Nazarov
Q4229153,Mission,Q4065933,Mariya Andrianova
Q4228846,Lullabye for Brother,Q4199507,Kapitolina Illenko
Q4228846,Lullabye for Brother,Q4312199,Aleksandra Nazarova
Q4229445,Комбаты,Q4290657,Evgueny Menishov
Q4229513,Комендант Пушкин,Q4397202,Ernst Romanov
Q4226036,When the Rain and Wind Knock at the Window,Q4332234,Lilita Ozoliņa
Q4229503,Komediya davno minuvshikh dney,Q2372864,Archil Gomiashvili
Q4229153,Mission,Q1366549,Aleksei Makarovich Smirnov
Q4228846,Lullabye for Brother,Q2632355,Lev Durov
Q4230309,Кому на Руси жить…,Q3919055,Galina Makarova
Q4229504,Komediya o Lisistrate,Q7258887,Yelena Karadzhova
Q4226047,When September comes,Q4530744,Edgar Elbakyan
Q4226047,When September comes,Q4538559,Tamara Yarenko
Q4229153,Mission,Q4270664,Olha Lysenko
Q4228846,Lullabye for Brother,Q4341592,Sofia Pavlova
Q4230309,Кому на Руси жить…,Q2626247,Sergei Garmash
Q4229683,Комиссия по расследованию,Q633916,Oleg Yefremov
Q4226047,When September comes,Q4292037,Mikhail Metyolkin
Q4226047,When September comes,Q4327546,Vladimir Nosik
Q4229153,Mission,Q4196427,Olesya Ivanova
Q4229153,Mission,Q4425253,Nikolai Smorchkov
Q4229123,Team 33,Q4391116,Aleksandr Rakhlenko
Q4230309,Кому на Руси жить…,Q19742605,Ivan Ekaterinichev
Q4229505,Комедия ошибок,Q2628071,Mikhail Kozakov
Q4226047,When September comes,Q560252,Viktor Avdyushko
Q4230309,Кому на Руси жить…,Q4091037,Andrei Boltnev
Q4230309,Кому на Руси жить…,Q4173799,Natalya Yegorova
Q4230309,Кому на Руси жить…,Q4205448,Yury Itskov
Q4230309,Кому на Руси жить…,Q4322639,Boris Novikov
Q4193302,Zolotaya tsep,Q355839,Vladislav Galkin
Q4226035,Когда зацвёл миндаль,Q4450101,Sesilia Takaishvili
Q4229152,"Commander of the Lucky ""Pike""",Q908633,Donatas Banionis
Q4228926,Charlotte’s Necklace,Q664373,Kirill Lavrov
Q4230309,Кому на Руси жить…,Q4513000,Irina Cherichenko
Q4226051,Когда разводят мосты,Q2061288,Vladimir Yemelyanov
Q4226146,Кодекс молчания,Q4522310,Irina Shevchuk
Q4229504,Komediya o Lisistrate,Q3061588,Evgeniy Steblov
Q4226146,Кодекс молчания,Q4387203,Murod Rajabov
Q4229504,Komediya o Lisistrate,Q2366127,Alexander Kalyagin
Q4193280,Zolotaya pugovitsa,Q1984565,Anatoly Ravikovich
Q4193280,Zolotaya pugovitsa,Q15156723,Valeriy Kravchenko
Q4229153,Mission,Q1981647,Ivan Lapikov
Q4229153,Mission,Q4215746,Svetlana Karpinskaya
Q4229153,Mission,Q4296037,Aleksey Mironov
Q4229153,Mission,Q4401835,Ivan Ryzhov
Q4229503,Komediya davno minuvshikh dney,Q4484112,Sergey Filippov
Q4229504,Komediya o Lisistrate,Q1693403,Konstantin Raikin
Q4229504,Komediya o Lisistrate,Q2370506,Olga Kabo
Q4193280,Zolotaya pugovitsa,Q15088944,Anatoly Rudakov
Q4226047,When September comes,Q1196388,Nikolai Kryuchkov
Q4226047,When September comes,Q4401835,Ivan Ryzhov
Q4226047,When September comes,Q4479565,Valentina Ushakova
Q4229153,Mission,Q4274633,Yekaterina Mazurova
Q4229153,Mission,Q4320018,Yelizaveta Nikishchikhina
Q4229153,Mission,Q7288702,Emmanuil Geller
Q4228926,Charlotte’s Necklace,Q4257197,Vadim Ledogorov
Q4226146,Кодекс молчания,Q4391083,Nabi Rakhimov
Q4226146,Кодекс молчания,Q4481504,Aleksandr Fatyushin
Q4229513,Комендант Пушкин,Q4245080,Yury Kuznetsov
Q4229504,Komediya o Lisistrate,Q1970444,Yelena Koreneva
Q4193280,Zolotaya pugovitsa,Q26257022,Vladimir Bogdanov
Q4229503,Komediya davno minuvshikh dney,Q1532068,Yevgeny Morgunov
Q4193716,Cinderella,Q4229763,Gabriela Komleva
Q4229153,Mission,Q4226969,Klavdia Kozlenkova
Q4229153,Mission,Q4492913,Gennady Frolov
Q4226046,Когда опаздывают в ЗАГС…,Q4482877,Irina Feofanova
Q4229504,Komediya o Lisistrate,Q893612,Boris Khmelnitsky
Q4226146,Кодекс молчания,Q4495326,Javlon Hamroyev
Q4226036,When the Rain and Wind Knock at the Window,Q2668023,Harijs Liepiņš
Q4193280,Zolotaya pugovitsa,Q4303011,Semyon Morozov
Q4229153,Mission,Q633916,Oleg Yefremov
Q4229153,Mission,Q2622599,Dodo Abashidze
Q4230757,Конец старой Берёзовки,Q463528,Tatyana Pelttser
Q4230749,Конец каникул,Q343456,Georgy Guryanov
Q4230749,Конец каникул,Q487125,Viktor Tsoi
Q4293576,The Fairfax Millions,Q2992071,Juozas Budraitis
Q4230326,Комэск,Q1196388,Nikolai Kryuchkov
Q4230743,The End of Eternity,Q4429859,Vera Sotnikova
Q4230721,Коней на переправе не меняют,Q4291041,Pyotr Merkuryev
Q4230721,Коней на переправе не меняют,Q3918042,Vladimir Samoylov
Q4230746,Конец атамана,Q4073467,Asanali Ashimov
Q4230721,Коней на переправе не меняют,Q4196002,Boris Ivanov
Q4230746,Конец атамана,Q4443931,Vladislav Strzhelchik
Q4230752,Konets operatsii Rezident,Q1509265,Georgiy Zhzhonov
Q4290699,Меняю собаку на паровоз,Q4416771,Viktor Sergachyov
Q4230756,Конец света с последующим симпозиумом,Q4065444,Vadim Andreyev
Q4230721,Коней на переправе не меняют,Q4412926,Vladimir Sedov
Q4230721,Коней на переправе не меняют,Q4104717,Yury Vasilyev
Q4230743,The End of Eternity,Q1509265,Georgiy Zhzhonov
Q4230721,Коней на переправе не меняют,Q12117679,Yury Leonidowitsch Leonidov
Q4230743,The End of Eternity,Q4102113,Oleg Vavilov
Q4230721,Коней на переправе не меняют,Q13218029,Yana Druz
Q4230721,Коней на переправе не меняют,Q4341592,Sofia Pavlova
Q4230743,The End of Eternity,Q2622252,Sergei Yursky
Q4230721,Коней на переправе не меняют,Q461589,Galina Polskikh
Q4230757,Конец старой Берёзовки,Q1153582,Georgy Vitsin
Q4230721,Коней на переправе не меняют,Q4233834,Gennady Korolkov
Q4230721,Коней на переправе не меняют,Q471740,Armen Dzhigarkhanyan
Q4289677,Мелодия на два голоса,Q4321375,Lyudmila Nilskaya
Q4230756,Конец света с последующим симпозиумом,Q471740,Armen Dzhigarkhanyan
Q4237753,Красиво жить не запретишь,Q21970632,Viktor Fokin
Q4230756,Конец света с последующим симпозиумом,Q2622206,Oleg Basilashvili
Q4230721,Коней на переправе не меняют,Q265610,Zhanna Prokhorenko
Q4230721,Коней на переправе не меняют,Q21212518,George Chepchyan
Q4230746,Конец атамана,Q560252,Viktor Avdyushko
Q4230744,Конец Любавиных,Q4108139,Marianna Vertinskaya
Q4230721,Коней на переправе не меняют,Q4459824,Tamaz Toloraya
Q4230721,Коней на переправе не меняют,Q4494326,Klavdiya Khabarova
Q4230721,Коней на переправе не меняют,Q449925,Natalya Andrejchenko
Q4230721,Коней на переправе не меняют,Q4279321,Irina Malysheva
Q4230721,Коней на переправе не меняют,Q4425121,Andrey Smolyakov
Q4290699,Меняю собаку на паровоз,Q1317231,Tatyana Lavrova
Q4230721,Коней на переправе не меняют,Q18009099,Leonid Yevtifyev
Q4290699,Меняю собаку на паровоз,Q4133732,Erast Garin
Q4290699,Меняю собаку на паровоз,Q4322614,Aleksandr Novikov
Q4230309,Кому на Руси жить…,Q1967525,Alexey Buldakov
Q4230756,Конец света с последующим симпозиумом,Q2997148,Nadezhda Rumyantseva
Q4289677,Мелодия на два голоса,Q4290657,Evgueny Menishov
Q4230721,Коней на переправе не меняют,Q4282047,Leonid Markov
Q4235788,Костёр в белой ночи,Q1717612,Vladimir Antonik
Q4293757,"Dear, Dearest, Beloved, Unique...",Q4286240,Olga Mashnaya
Q4230743,The End of Eternity,Q4224302,Boris Klyuyev
Q4289659,Melodies of a White Night,Q445313,Komaki Kurihara
Q4230749,Конец каникул,Q4458573,Igor Tikhomirov
Q4293576,The Fairfax Millions,Q4282737,Aleksandr Martynov
Q4295944,Мировой парень,Q12149287,Lyubov Rumyantseva
Q4230749,Конец каникул,Q1068795,Yuri Kasparyan
Q4292436,Mechte navstrechu,Q4457582,Nikolai Timofeyev
Q4292436,Mechte navstrechu,Q1967346,Otar Koberidze
Q4290699,Меняю собаку на паровоз,Q466139,Oleg Tabakov
Q4292279,Меченые,Q4321342,Alexey Nilov
Q4230746,Конец атамана,Q4196002,Boris Ivanov
Q4293576,The Fairfax Millions,Q14180711,Gražina Baikštytė
Q4127247,Всадники,Q12079046,Volodymyr Arkushenko
Q4127687,Meeting in Mountain,Q98908594,Lali Meskhi
Q4128992,Vylet zaderzhivayetsya,Q1317231,Tatyana Lavrova
Q4023910,Professor Dowell's Testament,Q4241535,Oļgerts Kroders
Q4023910,Professor Dowell's Testament,Q4405209,Natalya Sayko
Q4127687,Meeting in Mountain,Q98908611,Amiran Ebralidze
Q4127677,Встретимся в метро,Q4196264,Nikolay Ivanov
Q4127677,Встретимся в метро,Q4107030,Pyotr Velyaminov
Q4127783,A Moment Decides Everything,Q3094749,Galina Belyayeva
Q4127687,Meeting in Mountain,Q61225270,Elene Kipshidze
Q4023910,Professor Dowell's Testament,Q314151,Petr Shelokhonov
Q4023910,Professor Dowell's Testament,Q775340,Valentina Titova
Q4127783,A Moment Decides Everything,Q469557,Anatoli Papanov
Q4129656,Выстрел в лесу,Q3740403,Olev Eskola
Q4129656,Выстрел в лесу,Q4262161,Arnolds Liniņš
Q4127783,A Moment Decides Everything,Q960027,Aleksandr Demyanenko
Q4127252,Всадники революции,Q4099944,Shukur Burkhanov
Q4128992,Vylet zaderzhivayetsya,Q3561885,Vladimir Zamanskiy
Q4127679,Встретимся у фонтана,Q4424648,Vladimir Smirnov
Q4127753,Всё впереди,Q1967550,Aleksandr Porokhovshchikov
Q4127687,Meeting in Mountain,Q3652547,Tengiz Archvadze
Q4129321,Vysokyy pereval,Q4314290,Nataliya Naum
Q4127677,Встретимся в метро,Q4151703,Larisa Guzeyeva
Q4127777,Everything's the Wrong Way,Q4193336,Aleksey Zolotnitsky
Q4127777,Everything's the Wrong Way,Q4347671,Aleksandr Pashutin
Q4127777,Everything's the Wrong Way,Q4113500,Sergey Vlasov
Q4127864,Вторая весна,Q4173799,Natalya Yegorova
Q4127753,Всё впереди,Q4232068,Tatyana Konyukhova
Q4127678,Встретимся на Таити,Q2368070,Leonid Kuravlyov
Q4127313,Всего несколько слов в честь господина де Мольера,Q460023,Yury Lyubimov
Q4127247,Всадники,Q4255679,Aleksandr Lebedev
Q4127687,Meeting in Mountain,Q98908561,Soso Ebralidze
Q4127777,Everything's the Wrong Way,Q1710112,Svetlana Nemolayeva
Q4129461,Высокое звание,Q4284539,Yevgeny Matveyev
Q4127777,Everything's the Wrong Way,Q4090207,Tatyana Bozhok
Q4127777,Everything's the Wrong Way,Q4258992,Avangard Leontiev
Q4127753,Всё впереди,Q4315752,Boris Nevzorov
Q4127247,Всадники,Q4382187,Yury Prokhorov
Q4127753,Всё впереди,Q4360927,Tatyana Petrova
Q4129960,Higher Than Rainbow,Q4286240,Olga Mashnaya
Q4128947,Выигрыш одинокого коммерсанта,Q4131637,Sergey Gazarov
Q4127777,Everything's the Wrong Way,Q2373179,Mikhail Yefremov
Q4127777,Everything's the Wrong Way,Q4147645,Vladimir Grammatikov
Q4127753,Всё впереди,Q4405090,Sergey Sazontyev
Q4127687,Meeting in Mountain,Q2360342,Leila Abashidze
Q4127247,Всадники,Q4078801,Anatoly Barchuk
Q4127247,Всадники,Q4159571,Zinayida Dekhtyaryova
Q4127783,A Moment Decides Everything,Q461085,Aleksandr Abdulov
Q4129656,Выстрел в лесу,Q4341960,Eduards Pāvuls
Q4129960,Higher Than Rainbow,Q4283562,Dmitriy Maryanov
Q4127247,Всадники,Q7224926,Nataliya Mikolyshina
Q4127777,Everything's the Wrong Way,Q3744780,Nadezhda Samsonova
Q4127864,Вторая весна,Q2003697,Anatoly Borisovich Kuznetsov
Q4127777,Everything's the Wrong Way,Q4286240,Olga Mashnaya
Q4128947,Выигрыш одинокого коммерсанта,Q287110,Lyubov Polishchuk
Q4127777,Everything's the Wrong Way,Q466139,Oleg Tabakov
Q4127687,Meeting in Mountain,Q4155313,Kote Daushvili
Q4127677,Встретимся в метро,Q4332234,Lilita Ozoliņa
Q4127753,Всё впереди,Q1970312,Larisa Udovichenko
Q4127754,Всё дело в брате,Q2390125,Roman Madyanov
Q4127753,Всё впереди,Q2387480,Vladimir Gostyukhin
Q4127769,Всё могло быть иначе,Q15298217,Gheorghe Grâu
Q4127687,Meeting in Mountain,Q380280,Vakhtang Kikabidze
Q4127753,Всё впереди,Q4260933,Aristarkh Livanov
Q4127687,Meeting in Mountain,Q1966529,Ipolite Khvichia
Q4128528,Take Aim,Q1509265,Georgiy Zhzhonov
Q4127247,Всадники,Q4163991,Vladimir Doveyko
Q4127247,Всадники,Q4169664,Yuriy Dubrovin (actor)
Q4127695,Встреча у старой мечети,Q4313193,Khodzha Durdy Narliyev
Q4128528,Take Aim,Q55190,Sergei Bondarchuk
Q4129654,Vystrel v tumane,Q4385350,Lionella Pyreva
Q4127777,Everything's the Wrong Way,Q4208413,Natalya Kaznacheeva
Q4127777,Everything's the Wrong Way,Q4429325,Zinaida Sigizmoendovna Sorotsjinskaja
Q4023910,Professor Dowell's Testament,Q4104622,Igor Vasilyev
Q4128528,Take Aim,Q2622252,Sergei Yursky
Q4128947,Выигрыш одинокого коммерсанта,Q2622252,Sergei Yursky
Q4127247,Всадники,Q39083595,Sergey Prostyakov
Q4127247,Всадники,Q4312404,Yosyp Naiduk
Q4127247,Всадники,Q15061585,Oleg Khromenkov
Q4127247,Всадники,Q7233026,Pyotr Lyubeshkin
Q4226034,When the Trees Were Tall,Q976903,Vera Georgiyevna Orlova
Q4226034,When the Trees Were Tall,Q4274633,Yekaterina Mazurova
Q4228849,Колыбельная для мужчин,Q4330943,Lyusyena Ovchinnikova
Q4231678,Kontrabanda,Q4383478,Yury Puzyryov
Q4231678,Kontrabanda,Q4402599,Raisa Ryazanova
Q4231882,Концерт для двух скрипок,Q917581,Irina Skobtseva
Q4226037,When the Cossacks Weep,Q4148729,Aleksandr Grechany
Q4226037,When the Cossacks Weep,Q4281948,Viktor Markin
Q4226037,When the Cossacks Weep,Q4144439,Nikolay Gorlov
Q4226034,When the Trees Were Tall,Q310873,Yuri Nikulin
Q4231882,Концерт для двух скрипок,Q3341695,Nikolay Sergeev
Q4226037,When the Cossacks Weep,Q2061288,Vladimir Yemelyanov
Q4231678,Kontrabanda,Q4290872,Nikolay Merzlikin
Q4230748,Konets imperatora taygi,Q2003967,Andrei Rostotsky
Q4226034,When the Trees Were Tall,Q2368070,Leonid Kuravlyov
Q4231678,Kontrabanda,Q4506153,Baadur Tsuladze
Q4231683,Контракт века,Q4536859,Vadim Yakovlev
Q4226037,When the Cossacks Weep,Q4135878,Georgy Svetlani
Q4226034,When the Trees Were Tall,Q316086,Vasily Shukshin
Q4226052,Когда расходится туман,Q4497978,Lyudmila Khityaeva
Q4226037,When the Cossacks Weep,Q17319016,Emma Tsesarskaya
Q4231882,Концерт для двух скрипок,Q4350457,Svetlana Pereladova
Q4226034,When the Trees Were Tall,Q4151791,Inna Gulaya
Q4231683,Контракт века,Q2365826,Nikolai Karachentsov
Q4226037,When the Cossacks Weep,Q1675367,Zoya Vasilkova
Q4226037,When the Cossacks Weep,Q4098116,Inga Budkevich
Q4231732,Контрольная по специальности,Q4283065,Tatyana Markhel
Q4231683,Контракт века,Q1623429,Oleg Borisov
Q4229536,Комета,Q4415353,Nadezhda Sementsova
Q4229536,Комета,Q2568825,Vladimir Basov
Q4229536,Комета,Q4517961,Yuri Chulyukin
Q4227944,Colleagues,Q362133,Vasily Livanov
Q4231882,Концерт для двух скрипок,Q4282796,Sergey Martynov
