film_id,film_name,actor_id,actor_name
Q4146327,Hot Snow,Q21534713,Mikhail Strelkov
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q775340,Valentina Titova
Q4146327,Hot Snow,Q2068051,Boris Tokarev
Q4146558,Gosudarstvennaya granitsa: Mirnoe leto 21-go goda...,Q2628071,Mikhail Kozakov
Q4146327,Hot Snow,Q4114273,Aleksandr Voyevodin
Q4145736,Linlased,Q4105125,Mikhail Vaskov
Q4146558,Gosudarstvennaya granitsa: Mirnoe leto 21-go goda...,Q4144760,Yury Gorobets
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q4283081,Eduard Martsevich
Q4145736,Linlased,Q584450,Boris Chirkov
Q4146394,Mr. Veliky Novgorod,Q4076486,Dmitry Balashov
Q4146554,Gosudarstvennaya granitsa: God sorok pervyy,Q4303011,Semyon Morozov
Q4146554,Gosudarstvennaya granitsa: God sorok pervyy,Q4429859,Vera Sotnikova
Q4146558,Gosudarstvennaya granitsa: Mirnoe leto 21-go goda...,Q8779518,Alyaksandr Byaspaly
Q4145736,Linlased,Q4152592,Boris Gusakov
Q4145736,Linlased,Q4285829,Pavel Makhotin
Q4145736,Linlased,Q4327544,Valery Nosik
Q4146394,Mr. Veliky Novgorod,Q15064610,Vladimir Bolshov
Q4146394,Mr. Veliky Novgorod,Q4207536,Aleksandr Kazakov
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q21494847,Konstantin Perepelitsa
Q4146394,Mr. Veliky Novgorod,Q4244908,Alexander Kuznetsov
Q4146558,Gosudarstvennaya granitsa: Mirnoe leto 21-go goda...,Q12844049,Pyotr Yurchankow
Q4146327,Hot Snow,Q4233834,Gennady Korolkov
Q4145736,Linlased,Q2364264,Oleg Dahl
Q4145736,Linlased,Q4172184,Marina Dyuzheva
Q4145736,Linlased,Q4497978,Lyudmila Khityaeva
Q4146394,Mr. Veliky Novgorod,Q4174184,Vyacheslav Yezepov
Q4146394,Mr. Veliky Novgorod,Q4331579,Fyodor Odinokov
Q4146327,Hot Snow,Q1072225,Yuriy Nazarov
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q12835845,Andro Kobaladze
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q4260933,Aristarkh Livanov
Q4145736,Linlased,Q400825,Georgi Yumatov
Q4146554,Gosudarstvennaya granitsa: God sorok pervyy,Q4425121,Andrey Smolyakov
Q4145736,Linlased,Q4058236,Iren Azer
Q4145736,Linlased,Q4513829,Yuri Chernov
Q4146249,Горянка,Q4138698,Ramaz Giorgobiani
Q4146327,Hot Snow,Q1048113,Bolot Beishenaliev
Q4146249,Горянка,Q4497526,Patimat Khizroyeva
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q20742414,Artyk Dzhallyyev
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q2391738,Talgat Nigmatulin
Q4146327,Hot Snow,Q4193634,Lev Zolotukhin
Q4146327,Hot Snow,Q15270300,Harijs Šveics
Q4146554,Gosudarstvennaya granitsa: God sorok pervyy,Q2372864,Archil Gomiashvili
Q4146394,Mr. Veliky Novgorod,Q4282796,Sergey Martynov
Q4146554,Gosudarstvennaya granitsa: God sorok pervyy,Q3919503,Henadz Harbuk
Q4146553,Gosudarstvennaya granitsa: Vostochnyy rubezh,Q18008980,Inara Guliyeva
Q4145736,Linlased,Q4345374,Tatjana Alekseevna Parkina
Q4145736,Linlased,Q4397484,Anatoliy Romashin
Q4146394,Mr. Veliky Novgorod,Q3575559,Zinaida Kiriyenko
Q4146327,Hot Snow,Q1509265,Georgiy Zhzhonov
Q4146327,Hot Snow,Q2003697,Anatoly Borisovich Kuznetsov
Q4146327,Hot Snow,Q4087116,Vladlen Biryukov
Q4146327,Hot Snow,Q4148167,Valentin Grachyov
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q56394055,Esfandiyar Gholamzadeh
Q4146394,Mr. Veliky Novgorod,Q614494,Oleg Strizhenov
Q4145736,Linlased,Q1970312,Larisa Udovichenko
Q4146394,Mr. Veliky Novgorod,Q4385350,Lionella Pyreva
Q4146394,Mr. Veliky Novgorod,Q4179992,Mikhail Zhigalov
Q4146249,Горянка,Q4362879,Sofya Pilyavskaya
Q4146249,Горянка,Q4455407,Nina Ter-Osipyan
Q4146394,Mr. Veliky Novgorod,Q3553677,Valery Barinov
Q4146327,Hot Snow,Q21777965,Ara Babajanian
Q4146394,Mr. Veliky Novgorod,Q4289302,Jānis Melderis
Q4349235,Pervoye svidaniye,Q4148167,Valentin Grachyov
Q4349235,Pervoye svidaniye,Q4281963,Olga Markina
Q4348919,First Encounter - Last Encounter,Q2627297,Mikhail Kononov
Q4345765,No Password Necessary,Q4191942,Mikhail Zimin
Q4345764,Пароль — «Отель Регина»,Q4387203,Murod Rajabov
Q4144891,Город принял,Q4527546,Viktor Shulgin
Q4144891,Город принял,Q26214089,Mikhail Chigaryov
Q4348919,First Encounter - Last Encounter,Q4089118,Yuri Bogatyryov
Q4348919,First Encounter - Last Encounter,Q4365356,Boris Plotnikov
Q4345634,Guys from the Army Band,Q718622,Frunzik Mkrtchyan
Q4348919,First Encounter - Last Encounter,Q633916,Oleg Yefremov
Q4349908,The First Trolleybus,Q960027,Aleksandr Demyanenko
Q4345765,No Password Necessary,Q1983805,Nikolai Gubenko
Q4345765,No Password Necessary,Q4114833,Anastasia Voznesenskaya
Q4144892,Город с утра до полуночи,Q4217379,Yury Katin-Yartsev
Q4144892,Город с утра до полуночи,Q4242001,Lev Krugly
Q4144892,Город с утра до полуночи,Q4123336,Nikolay Volkov
Q4349908,The First Trolleybus,Q4151274,Irina Gubanova
Q4348410,Пена,Q378333,Rolan Bykov
Q4350179,Before the Sunrise,Q1393540,Yevgeny Mironov
Q4349908,The First Trolleybus,Q2364264,Oleg Dahl
Q4348410,Пена,Q3061588,Evgeniy Steblov
Q4345765,No Password Necessary,Q4314660,Rodion Nakhapetov
Q4348410,Пена,Q2568825,Vladimir Basov
Q4145394,Городок Анара,Q1966522,Ramaz Chkhikvadze
Q4348410,Пена,Q469557,Anatoli Papanov
Q4350386,Roll-Call,Q55207,Nikita Mikhalkov
Q4144892,Город с утра до полуночи,Q2632355,Lev Durov
Q4145394,Городок Анара,Q4532647,Rezo Esadze
Q4144894,Город под липами,Q4519680,Vyacheslav Shalevich
Q4144880,The City of Masters,Q4484103,Roman Filippov
Q4346076,Паруса,Q2791797,Gundars Āboliņš
Q4348934,Pervaya konnaya,Q4431272,Vadim Spiridonov
Q4349908,The First Trolleybus,Q1967513,Lev Sverdlin
Q4349908,The First Trolleybus,Q4405072,Nina Sazonova
Q4144880,The City of Masters,Q1987569,Leonid Kanevsky
Q4348936,First Swallow,Q21212977,Laura Vardanyan
Q4144891,Город принял,Q1967550,Aleksandr Porokhovshchikov
Q4348410,Пена,Q521753,Lydia Smirnova
Q4348936,First Swallow,Q2622599,Dodo Abashidze
Q4348936,First Swallow,Q4266999,Guram Lortkipanidze
Q4144892,Город с утра до полуночи,Q4405090,Sergey Sazontyev
Q4144880,The City of Masters,Q19460779,Vladimir Kremena
Q4144894,Город под липами,Q4536889,Ģirts Jakovļevs
Q4144880,The City of Masters,Q1149705,Savely Kramarov
Q4144880,The City of Masters,Q1350218,Lev Lemke
Q4145693,Городской романс,Q4428290,Maria Solomina
Q4347438,Boys,Q4286240,Olga Mashnaya
Q4144880,The City of Masters,Q4137162,Zinovy Gerdt
Q4144880,The City of Masters,Q4468786,Yelizaveta Uvarova
Q4144880,The City of Masters,Q4526541,Pavel Shpringfeld
Q4144891,Город принял,Q3341639,Nikolay Grabbe
Q4144891,Город принял,Q4320583,Georgiy Nikolaenko
Q4144880,The City of Masters,Q16665037,Igor Komarov
Q4144889,City of First Love,Q2398970,Stanislav Sadalsky
Q4348410,Пена,Q2368070,Leonid Kuravlyov
Q4144892,Город с утра до полуночи,Q4282753,Andrey Leonidovich Martynov
Q4144889,City of First Love,Q4132614,Boris Galkin
Q4349868,Первый мяч,Q4152348,Sergei Gurzo
Q4348936,First Swallow,Q45319610,Dimitri Jaiani
Q4349235,Pervoye svidaniye,Q4520312,Lidiya Shaporenko
Q4145394,Городок Анара,Q4450101,Sesilia Takaishvili
Q4348936,First Swallow,Q4321437,Ia Ninidze
Q4144889,City of First Love,Q4173799,Natalya Yegorova
Q4145736,Linlased,Q4538670,Leonid Yarmolnik
Q4349235,Pervoye svidaniye,Q400825,Georgi Yumatov
Q4347438,Boys,Q16389820,Yevgeny Nikitin
Q4347438,Boys,Q4379461,Valeriy Priyomykhov
Q4144880,The City of Masters,Q4108139,Marianna Vertinskaya
Q4348936,First Swallow,Q1966529,Ipolite Khvichia
Q4349235,Pervoye svidaniye,Q4236741,Afanasy Kochetkov
Q4348936,First Swallow,Q4518423,Vasili Chkhaidze
Q4144889,City of First Love,Q4134556,Natalya Gvozdikova
Q4346076,Паруса,Q30345608,Imants Skrastiņš
Q4144880,The City of Masters,Q4254156,Georgy Lapeto
Q4348410,Пена,Q642162,Natalya Krachkovskaya
Q4345634,Guys from the Army Band,Q4176400,Kim Yeritsyan
Q4347799,Spotted Dog Running at the Edge of the Sea,Q55655756,Aleksandr Sasykov
Q4348936,First Swallow,Q4363502,Guram Pirtskhalava
Q4347799,Spotted Dog Running at the Edge of the Sea,Q4181036,Dosqan Zholzhaqsynov
Q4348919,First Encounter - Last Encounter,Q4302983,Mikhail Morozov
Q4144880,The City of Masters,Q4453791,Georgy Teykh
Q4345634,Guys from the Army Band,Q2591268,Sos Sargsyan
Q4070299,Artist from Gribov,Q1962742,Irina Muravyova
Q4338885,Treasure Island,Q1962914,Lyudmila Shagalova
Q4345634,Guys from the Army Band,Q16376053,Garush Khazhakyan
Q4340107,Отряд специального назначения,Q4245080,Yury Kuznetsov
Q4338885,Treasure Island,Q4327335,Laimonas Noreika
Q4340057,Teens in the Universe,Q4079110,Vladimir Basov
Q4339387,Ответная мера,Q314151,Petr Shelokhonov
Q4340438,Fox hunting,Q4369226,Alla Pokrovskaya
Q4340200,Fathers and Grandfathers,Q4201068,Arkady Inin
Q4339387,Ответная мера,Q3741611,Heino Mandri
Q4340057,Teens in the Universe,Q4403929,Irina Savina
Q4340438,Fox hunting,Q2387480,Vladimir Gostyukhin
Q4340200,Fathers and Grandfathers,Q461589,Galina Polskikh
Q4339914,Otpusk za svoy schyot,Q68537,Lyudmila Gurchenko
Q4340107,Отряд специального назначения,Q4282631,Mirdza Martinsone
Q4339387,Ответная мера,Q4481436,Natalia Fateeva
Q4340057,Teens in the Universe,Q2632355,Lev Durov
Q4345634,Guys from the Army Band,Q22138707,Khachik Nazaretyan
Q4345634,Guys from the Army Band,Q13053941,Mayis Karagyozyan
Q4339914,Otpusk za svoy schyot,Q287110,Lyubov Polishchuk
Q4340107,Отряд специального назначения,Q4148276,Yury Grebenshchikov
Q4345634,Guys from the Army Band,Q21847040,Stepan Harutyunyan
Q4340455,Охотник за браконьерами,Q4493465,Vasily Funtikov
Q4340107,Отряд специального назначения,Q4236011,Anatoliy Kotenyov
Q4339602,Открытая книга,Q4451898,Georgy Taratorkin
Q4345634,Guys from the Army Band,Q13052198,Arman Kotikyan
Q4340107,Отряд специального назначения,Q1996390,Aleksandr Yakovlevich Mikhailov
Q4338885,Treasure Island,Q1652760,Harijs Avens
Q4340057,Teens in the Universe,Q380250,Innokenty Smoktunovsky
Q4338885,Treasure Island,Q647413,Boris Andreyev
Q4340432,Охота на единорога,Q4428020,Viktor Solovyov
Q4338885,Treasure Island,Q2655731,Algimantas Masiulis
Q4338885,Treasure Island,Q3329728,Aare Laanemets
Q4345634,Guys from the Army Band,Q27887493,Gevorg Elbakyan
Q4339914,Otpusk za svoy schyot,Q1657736,Igor Kostolevsky
Q4340092,Otryad,Q4097245,Dmitry Brusnikin
Q4340092,Otryad,Q4255257,Liubomiras Laucevičius
Q4340092,Otryad,Q4302983,Mikhail Morozov
Q4340092,Otryad,Q4359682,Aleksandr Peskov
Q4340092,Otryad,Q4528714,Galina Simonova-Shchepetnova
Q4338885,Treasure Island,Q4460310,Vytautas Tomkus
Q4340057,Teens in the Universe,Q4087558,Olga Bityukova
Q4340057,Teens in the Universe,Q4257202,Igor Ledogorov
Q4340057,Teens in the Universe,Q4257197,Vadim Ledogorov
Q4345634,Guys from the Army Band,Q20509666,Levon Boyajyan
Q4345634,Guys from the Army Band,Q20509668,Vaghinak Marguni
Q4345634,Guys from the Army Band,Q20513499,Levon Tukhikyan
Q4339616,Открытие,Q908633,Donatas Banionis
Q4338885,Treasure Island,Q2382918,Andrei Fajt
Q4345634,Guys from the Army Band,Q16381070,Tatul Dilakyan
Q4340432,Охота на единорога,Q4101147,Sergey Bystritsky
Q4345634,Guys from the Army Band,Q16382524,Lorents Arushanyan
Q4340092,Otryad,Q2626247,Sergei Garmash
Q4338885,Treasure Island,Q4147645,Vladimir Grammatikov
Q4340092,Otryad,Q4371410,Lyudmila Polyakova
Q4340432,Охота на единорога,Q4252832,Yury Lazarev
Q4339348,Reflection in the Water,Q2498095,Uldis Pūcītis
Q4340308,Officers,Q2626298,Vasily Lanovoy
Q4340308,Officers,Q4369225,Alina Pokrovskaya
Q4340092,Otryad,Q4142346,Valentin Golubenko
Q4338885,Treasure Island,Q4222990,Igor Klass
Q4340348,"Oh, That Nastya!",Q4123376,Irina Volkova
Q4339387,Ответная мера,Q1987569,Leonid Kanevsky
Q4340432,Охота на единорога,Q4191821,Vitaly Zikora
Q4345040,Skydivers,Q1967995,Aleksandra Yakovleva
Q4340092,Otryad,Q1695947,Aleksandr Feklistov
Q4339914,Otpusk za svoy schyot,Q307582,Olga Melikhova
Q4340092,Otryad,Q2525451,Eimuntas Nekrošius
Q4339914,Otpusk za svoy schyot,Q1103640,Miklós Kalocsay
Q4339387,Ответная мера,Q4081014,Vitali Bezrukov
Q4339914,Otpusk za svoy schyot,Q312483,Vyacheslav Tikhonov
Q4340092,Otryad,Q4401154,Ilya Rutberg
Q4339526,Father Sergius,Q55190,Sergei Bondarchuk
Q4339914,Otpusk za svoy schyot,Q2568825,Vladimir Basov
Q4340092,Otryad,Q694971,Regimantas Adomaitis
Q4345634,Guys from the Army Band,Q4500289,Armen Hostikyan
Q4340200,Fathers and Grandfathers,Q4065444,Vadim Andreyev
Q4340438,Fox hunting,Q1962742,Irina Muravyova
Q4340200,Fathers and Grandfathers,Q469557,Anatoli Papanov
Q4340308,Officers,Q400825,Georgi Yumatov
Q4340092,Otryad,Q20058711,Yakov Stepanov
Q4345634,Guys from the Army Band,Q13053268,Karpis Shamlyan
Q4340438,Fox hunting,Q4318167,Igor Nefyodov
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q143030,Rostislav Yankovsky
Q4150477,Груз без маркировки,Q4264383,Arnis Licitis
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q2498095,Uldis Pūcītis
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q4100413,Nadezhda Butyrtseva
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q4460310,Vytautas Tomkus
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q5620179,Gurminj Zavkibekov
Q4148060,Графиня,Q1557126,Evgeny Sidikhin
Q4148060,Графиня,Q1965634,Nina Agapova
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q468403,Ita Ever
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q3739185,Uldis Vazdiks
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q4159212,Sergey Desnitsky
Q4146917,Государственный преступник,Q15077445,Antonina Pavlycheva
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q12655055,Gediminas Girdvainis
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q4522310,Irina Shevchuk
Q4148148,Грачи,Q782176,Leonid Filatov
Q4148148,Грачи,Q1966992,Aleksei Petrenko
Q4148148,Грачи,Q4111823,Maria Vinogradova
Q4148900,Грибной дождь,Q4104734,Catherine E. Vasilyeva
Q4148900,Грибной дождь,Q4374620,Aleksandr Potapov
Q4148900,Грибной дождь,Q4196002,Boris Ivanov
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q1966226,Nataliya Lapina
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q4131568,Hoshim Gado
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q4293608,August Milovanov
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q15114675,Oʼlmas Alixoʼjaev
Q4148148,Грачи,Q12135842,Mykola Oliynyk
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q4282796,Sergey Martynov
Q4148148,Грачи,Q4151548,Mykola Hudz
Q4148900,Грибной дождь,Q4237373,Tatyana Kravchenko
Q4148148,Грачи,Q16376732,Zemfira Tsakhilova
Q4150066,Гроза над Белой,Q4297286,Aleksandr Mikhaylov
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q4215097,Gediminas Karka
Q4146557,Gosudarstvennaya granitsa: Krasnyy pesok,Q4536889,Ģirts Jakovļevs
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q4141005,Viktor Gogolev
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q4232961,Viktor Viktorovich Koreshkov
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q16444044,Antanas Šurna
Q4148148,Грачи,Q12083796,Hennadiy Bolotov
Q4148148,Грачи,Q4078801,Anatoly Barchuk
Q4148148,Грачи,Q4099214,Irina Bunina
Q4148900,Грибной дождь,Q3561885,Vladimir Zamanskiy
Q4148148,Грачи,Q4520282,Vitaly Shapovalov
Q4148900,Грибной дождь,Q4103367,Aleksey Vanin
Q4148900,Грибной дождь,Q4167730,Yelena Drapeko
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q4186193,Valdemārs Zandbergs
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q4423725,Ihor Slobodsky
Q4146917,Государственный преступник,Q1069040,Oleg Zhakov
Q4146917,Государственный преступник,Q4245355,Nikolay Kuzmin
Q4148060,Графиня,Q3540962,Lyudmila Chursina
Q4148148,Грачи,Q4148276,Yury Grebenshchikov
Q4148148,Грачи,Q4372277,Vladimir Popkov
Q4148900,Грибной дождь,Q4168406,Georgy Drozd
Q4150480,Груз 300,Q4428020,Viktor Solovyov
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q4391116,Aleksandr Rakhlenko
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q16407088,Sulev Luik
Q4146917,Государственный преступник,Q384090,Pavel Kadochnikov
Q4146917,Государственный преступник,Q442973,Bruno Freindlich
Q4146917,Государственный преступник,Q960027,Aleksandr Demyanenko
Q4150477,Груз без маркировки,Q355839,Vladislav Galkin
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q18009099,Leonid Yevtifyev
Q4148148,Грачи,Q12093740,Yaroslav Havrylyuk
Q4146917,Государственный преступник,Q2365434,Klara Luchko
Q4148148,Грачи,Q4065967,Viktor Andriyenko
Q4146917,Государственный преступник,Q4369225,Alina Pokrovskaya
Q4148900,Грибной дождь,Q4234488,Oleg Korchikov
Q4148900,Грибной дождь,Q4397202,Ernst Romanov
Q4150477,Груз без маркировки,Q4149337,Yury Grigoryev
Q4148060,Графиня,Q4188704,Alexandra Zakharova
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q4430325,Mircea Soțchi-Voinicescu
Q4150480,Груз 300,Q19758757,Anvar Turaev
Q4148060,Графиня,Q459777,Olga Aroseva
Q4148148,Грачи,Q4397484,Anatoliy Romashin
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q12366195,Kalju Komissarov
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q12366613,Katrin Kohv
Q4146560,Gosudarstvennaya granitsa: Na dalnem pograniche,Q12366613,Katrin Kohv
Q4146917,Государственный преступник,Q7939219,Sergei Lukyanov
Q4148148,Грачи,Q12169269,Olena Chekan
Q4148900,Грибной дождь,Q2387480,Vladimir Gostyukhin
Q4146917,Государственный преступник,Q4319693,Valery Nikitenko
Q4148900,Грибной дождь,Q4178238,Aleksei Zharkov
Q4148148,Грачи,Q12078751,Oleksandr Anurov
Q4146561,Gosudarstvennaya granitsa: Solyonyy veter,Q60694917,Valentin Belokhvostik
Q4148060,Графиня,Q2425090,Vladimir Ivashov
Q4146917,Государственный преступник,Q3498416,Stepan Krylov
Q4148148,Грачи,Q4293867,Oleksandr Milyutin
Q4148900,Грибной дождь,Q4277929,Lyubov Malinovskaya
Q4148900,Грибной дождь,Q15064833,Rimma Bykova
Q4148060,Графиня,Q4058236,Iren Azer
Q4148060,Графиня,Q4258849,Vitaly Leonov
Q4150477,Груз без маркировки,Q2834347,Oleksiy Gorbunov
Q4150477,Груз без маркировки,Q4087558,Olga Bityukova
Q4150477,Груз без маркировки,Q4423725,Ihor Slobodsky
Q4158200,Day of Wrath,Q4100221,Paul Butkevich
Q4114638,The Return of Saint Luke,Q3918052,Vsevolod Sanayev
Q4114686,Return from Orbit,Q4060215,Tamara Akulova
Q4158437,Day of Sun and Rain,Q4404340,Svetlana Savyolova
Q4158241,День любви,Q4080633,Tatyana Bedova
Q4158241,День любви,Q4425121,Andrey Smolyakov
Q4158200,Day of Wrath,Q4155996,Evgeny Dvorzhetsky
Q4113745,"Attention, Turtle!",Q339581,Aleksey Batalov
Q4114642,Return of Budulai,Q4400363,Nina Ruslanova
Q4114686,Return from Orbit,Q1967550,Aleksandr Porokhovshchikov
Q4114769,Воздушные пешеходы,Q2391738,Talgat Nigmatulin
Q4114769,Воздушные пешеходы,Q4495330,Razak Khamrayev
Q4160093,"Jack Vosmyorkin, American",Q4389564,Irina Rakshina
Q4158241,День любви,Q4143178,Andrii Honchar
Q4114642,Return of Budulai,Q4141005,Viktor Gogolev
Q4110882,Visit to Minotaur,Q4211083,Anna Kamenkova-Pavlova
Q4114249,Водяной,Q4113121,Valentina Vladimirova
Q4160093,"Jack Vosmyorkin, American",Q4277929,Lyubov Malinovskaya
Q4114769,Воздушные пешеходы,Q48644943,Ashot Melikjanyan
Q4114654,Возвращение Ходжи Насреддина,Q1966522,Ramaz Chkhikvadze
Q4160093,"Jack Vosmyorkin, American",Q18400938,Galina Bokashevskaya
Q4113745,"Attention, Turtle!",Q435540,Rina Zelyonaya
Q4114686,Return from Orbit,Q721148,Vitaly Solomin
Q4158437,Day of Sun and Rain,Q21152453,Yelizaveta Time
Q4113745,"Attention, Turtle!",Q4058236,Iren Azer
Q4114642,Return of Budulai,Q2376266,Ariadna Shengelaya
Q4110882,Visit to Minotaur,Q1967150,Sergey Shakurov
Q4110882,Visit to Minotaur,Q4484032,Aleksandr Filippenko
Q4114685,Resident Return,Q1509265,Georgiy Zhzhonov
Q4114686,Return from Orbit,Q2992071,Juozas Budraitis
Q4158200,Day of Wrath,Q1966992,Aleksei Petrenko
Q4158200,Day of Wrath,Q4370862,Maryana Polteva
Q4112927,Вкус халвы,Q471740,Armen Dzhigarkhanyan
Q4158200,Day of Wrath,Q1750617,Svetlana Svetlichnaya
Q4112895,Вишнёвый омут,Q3553677,Valery Barinov
Q4160093,"Jack Vosmyorkin, American",Q1882770,Tito Romalio
Q4158200,Day of Wrath,Q4285829,Pavel Makhotin
Q4158200,Day of Wrath,Q24844898,Anatoly Ivanov
Q4114769,Воздушные пешеходы,Q12846387,Tamara Shakirova
Q4158241,День любви,Q948307,Vladimir Myshkin
Q4158417,Den svadby pridyotsya utochnit,Q2391188,Yevgeniya Simonova
Q4160093,"Jack Vosmyorkin, American",Q4446765,Aleksandr Susnin
Q4160093,"Jack Vosmyorkin, American",Q4244908,Alexander Kuznetsov
Q4158417,Den svadby pridyotsya utochnit,Q4265649,Boris Shcherbakov
Q4157664,The Demon,Q1280772,Georg Ots
Q4114638,The Return of Saint Luke,Q704281,Vladislav Dvorzhetsky
Q4160093,"Jack Vosmyorkin, American",Q4105125,Mikhail Vaskov
Q4158241,День любви,Q12096797,Andriy Honchar
Q4160093,"Jack Vosmyorkin, American",Q2632355,Lev Durov
Q4158241,День любви,Q4091037,Andrei Boltnev
Q4158241,День любви,Q4131637,Sergey Gazarov
Q4158241,День любви,Q4359316,Lev Perfilov
Q4158200,Day of Wrath,Q2425090,Vladimir Ivashov
Q4114642,Return of Budulai,Q1965406,Mihai Volontir
Q4158200,Day of Wrath,Q14180711,Gražina Baikštytė
Q4160093,"Jack Vosmyorkin, American",Q4424811,Nadezhda Smirnova
Q4114642,Return of Budulai,Q4401835,Ivan Ryzhov
Q4114249,Водяной,Q4133732,Erast Garin
Q4114638,The Return of Saint Luke,Q2622206,Oleg Basilashvili
Q4072889,"Akh, Vodevil, Vodevil...",Q466139,Oleg Tabakov
Q4113650,Love by Request,Q4140364,Yevgeniya Glushenko
Q4160093,"Jack Vosmyorkin, American",Q4292735,Sergey Migitsko
Q4158241,День любви,Q4513829,Yuri Chernov
Q4158200,Day of Wrath,Q2992071,Juozas Budraitis
Q4114642,Return of Budulai,Q2365434,Klara Luchko
Q4113745,"Attention, Turtle!",Q378333,Rolan Bykov
Q4112926,Вкус хлеба,Q1967150,Sergey Shakurov
Q4114638,The Return of Saint Luke,Q3740637,Ekaterina Vasilieva
Q4158437,Day of Sun and Rain,Q2628071,Mikhail Kozakov
Q4160093,"Jack Vosmyorkin, American",Q2644333,Aleksandr Galibin
Q4114769,Воздушные пешеходы,Q4391083,Nabi Rakhimov
Q4160093,"Jack Vosmyorkin, American",Q4132905,Yuri Galtsev
Q4158241,День любви,Q4312240,Anna Nazaryeva
Q4158241,День любви,Q4520428,Igor Sharapov
Q4159352,Дети как дети,Q4416984,Margarita Sergeyecheva
Q4113650,Love by Request,Q314067,Oleg Yankovsky
Q4071867,Asya,Q2338888,Steffie Spira
Q4071038,Arshin Mal Alan,Q12846157,Səfurə İbrahimova
Q4426171,Absolutely Seriously,Q4110973,Olga Viklandt
Q4424501,Funny People,Q2622206,Oleg Basilashvili
Q4426171,Absolutely Seriously,Q1153582,Georgy Vitsin
Q4071867,Asya,Q13218062,Kirill Gunn
Q4425744,Dogs' Feast,Q3888966,Natalya Gundareva
Q4071038,Arshin Mal Alan,Q4289464,Najiba Malikova
Q4071867,Asya,Q1657736,Igor Kostolevsky
Q4426171,Absolutely Seriously,Q2631297,Rostislav Plyatt
Q4071258,"Асиф, Васиф, Агасиф",Q12849663,Şükufə Yusupova
Q4071038,Arshin Mal Alan,Q16369597,Leyla Shikhlinskaya
Q4071038,Arshin Mal Alan,Q16376104,Khuraman Gadzhiyeva
Q4072343,Ау! Ограбление поезда,Q4245940,Leonid Kulagin
Q4071918,Attack,Q4508242,Sergey Chekan
Q4426171,Absolutely Seriously,Q2067930,Alexander Belyavsky
Q4072736,Ceplis,Q2026428,Gunārs Cilinskis
Q4071038,Arshin Mal Alan,Q2004330,"Ягизаров, Гаджи Мурад"
Q4072345,Ау-у!,Q1962742,Irina Muravyova
Q4426171,Absolutely Seriously,Q4085880,Tatyana Bestayeva
Q4071038,Arshin Mal Alan,Q4391175,Tələt Rəhmanov
Q4072345,Ау-у!,Q2368070,Leonid Kuravlyov
Q4071867,Asya,Q95768001,Bodo Schmidt
Q4424420,Nave zem buras,Q4108139,Marianna Vertinskaya
Q4426635,Hopelessly Lost,Q917581,Irina Skobtseva
Q4426635,Hopelessly Lost,Q717810,Yevgeny Leonov
Q4072345,Ау-у!,Q1153582,Georgy Vitsin
Q4426635,Hopelessly Lost,Q2568825,Vladimir Basov
Q4072736,Ceplis,Q4388770,Regīna Razuma
Q4426635,Hopelessly Lost,Q2382918,Andrei Fajt
