film_id,film_name,actor_id,actor_name
Q4534637,The Youth of Peter the Great,Q2067930,Alexander Belyavsky
Q4534518,Sea Cadet of Northern Fleet,Q2497167,Algis Arlauskas
Q4170939,Дураки умирают по пятницам,Q4218141,Igor Kashintsev
Q4360957,"Petrovka, 38",Q400825,Georgi Yumatov
Q4534637,The Youth of Peter the Great,Q4218267,Vladimir Kashpur
Q4360337,The Orion Loop,Q4284785,Anatolii Mateshko
Q4167383,Доченька,Q4089118,Yuri Bogatyryov
Q4170939,Дураки умирают по пятницам,Q4152656,Andrey Gusev
Q4170939,Дураки умирают по пятницам,Q13218094,Oksana Fandera
Q4534640,Young Pushkin,Q15071251,Valentin Litovsky
Q4375060,Christmas Kidnap,Q1149705,Savely Kramarov
Q4534697,The Young Fritz,Q55195,Vsevolod Pudovkin
Q4359814,The Song of First Love,Q20511263,Gurgen Gen
