header_id,occures_in
C1_facs_443_tr_1700431149,C2_facs_276_tr_1700919127
C1_facs_443_tr_1700431149,C2_facs_278_tr_1700919194
C1_facs_443_tr_1700431149,C2_facs_280_tr_1700920118
C1_facs_443_tr_1700431149,C2_facs_284_tr_1700919164
C1_facs_443_tr_1700431149,C2_facs_288_tr_1700921356
C1_facs_443_tr_1700431149,C2_facs_289_tr_1700921018
C1_facs_443_tr_1700431149,C2_facs_294_tr_1700919609
C1_facs_443_tr_1700431149,C2_facs_295_tr_1700921188
C1_facs_443_tr_1700431149,C2_facs_302_tr_1700920618
C1_facs_443_tr_1700431149,C2_facs_315_tr_1700920831
C1_facs_443_tr_1700431149,C2_facs_316_tr_1700920664
C1_facs_443_tr_1700431149,C2_facs_321_tr_1700919834
C1_facs_443_tr_1700431149,C2_facs_323_tr_1700920979
C1_facs_443_tr_1700431149,C2_facs_329_tr_1700919761
C1_facs_443_tr_1700431149,C2_facs_337_tr_1700919357
C1_facs_443_tr_1700431149,C2_facs_341_tr_1700921067
C1_facs_443_tr_1700431149,C2_facs_341_tr_1700921068
C1_facs_443_tr_1700431149,C2_facs_344_tr_1700920452
C1_facs_443_tr_1700431149,C2_facs_348_tr_1700919433
C1_facs_443_tr_1700431149,C2_facs_350_tr_1700919495
C1_facs_443_tr_1700431149,C2_facs_354_tr_1700920610
C1_facs_443_tr_1700431149,C2_facs_356_tr_1700919354
C1_facs_443_tr_1700431149,C2_facs_364_tr_1700920868
C1_facs_443_tr_1700431149,C2_facs_367_tr_1700919362
C1_facs_443_tr_1700431149,C2_facs_369_tr_1700920088
C1_facs_443_tr_1700431149,C2_facs_370_tr_1700919905
C1_facs_443_tr_1700431149,C2_facs_371_tr_1700921501
C1_facs_443_tr_1700431149,C2_facs_377_tr_1700918792
C1_facs_443_tr_1700431149,C2_facs_383_tr_1700919299
C1_facs_443_tr_1700431149,C2_facs_387_tr_1700920208
C1_facs_443_tr_1700431149,C2_facs_392_tr_1700918853
C1_facs_443_tr_1700431149,C2_facs_394_tr_1700919346
C1_facs_443_tr_1700431149,C2_facs_408_tr_1700918874
C1_facs_443_tr_1700431149,C2_facs_413_tr_1700918921
C1_facs_443_tr_1700431149,C2_facs_424_tr_1700921621
C1_facs_443_tr_1700431149,C2_facs_426_tr_1700921386
C1_facs_448_tr_1700429771,C2_facs_201_tr_1700919597
C1_facs_451_tr_1700430473,C1_facs_110_tr_1700429690
C1_facs_452_tr_1700430362,C1_facs_5_region_1699102766670_47
C1_facs_452_tr_1700430362,C1_facs_223_tr_1700432393
C1_facs_452_tr_1700430362,C2_facs_202_tr_1700919247
C1_facs_452_tr_1700430362,C2_facs_242_tr_1700921456
C1_facs_452_tr_1700430362,C2_facs_347_tr_1700919080
C1_facs_454_tr_1700431307,C1_facs_3_region_1699102206352_41
C1_facs_454_tr_1700431307,C1_facs_95_tr_1700430658
C1_facs_454_tr_1700431307,C1_facs_121_region_1700261005294_1293
C1_facs_454_tr_1700431307,C1_facs_179_tr_1700430849
C1_facs_454_tr_1700431307,C1_facs_202_tr_1700385687
C1_facs_454_tr_1700431307,C1_facs_272_tr_1700432072
C1_facs_454_tr_1700431307,C1_facs_283_tr_1700430992
C1_facs_454_tr_1700431307,C1_facs_293_tr_1700322596
C1_facs_454_tr_1700431307,C1_facs_339_tr_1700430473
C1_facs_454_tr_1700431307,C1_facs_475_tr_1700431326
C1_facs_454_tr_1700431307,C1_facs_477_tr_1700432539
C1_facs_454_tr_1700431307,C1_facs_518_tr_1700432363
C1_facs_454_tr_1700431307,C2_facs_3_tr_1700919157
C1_facs_454_tr_1700431307,C2_facs_16_tr_1700921714
C1_facs_454_tr_1700431307,C2_facs_46_tr_1700920721
C1_facs_454_tr_1700431307,C2_facs_104_tr_1700921685
C1_facs_454_tr_1700431307,C2_facs_162_tr_1700921732
C1_facs_454_tr_1700431307,C2_facs_261_tr_1700921518
C1_facs_454_tr_1700431307,C2_facs_281_tr_1700920446
C1_facs_454_tr_1700431307,C2_facs_317_tr_1700921646
C1_facs_454_tr_1700431307,C2_facs_366_tr_1700918898
C1_facs_455_tr_1700430062,C1_facs_20_region_1700258069305_931
C1_facs_455_tr_1700430062,C1_facs_47_tr_1700322462
C1_facs_455_tr_1700430062,C1_facs_49_tr_1700383948
C1_facs_455_tr_1700430062,C1_facs_50_tr_1701613298
C1_facs_455_tr_1700430062,C1_facs_51_tr_1700383900
C1_facs_455_tr_1700430062,C1_facs_82_tr_1700322438
C1_facs_455_tr_1700430062,C1_facs_85_tr_1700431263
C1_facs_455_tr_1700430062,C1_facs_90_tr_1700431488
C1_facs_455_tr_1700430062,C1_facs_113_tr_1700431583
C1_facs_455_tr_1700430062,C1_facs_136_tr_1700322477
C1_facs_455_tr_1700430062,C1_facs_139_tr_1700430951
C1_facs_455_tr_1700430062,C1_facs_143_tr_1700430271
C1_facs_455_tr_1700430062,C1_facs_144_tr_1700430119
C1_facs_455_tr_1700430062,C1_facs_168_tr_1700430100
C1_facs_455_tr_1700430062,C1_facs_191_tr_1700431335
C1_facs_455_tr_1700430062,C1_facs_195_tr_1700429865
C1_facs_455_tr_1700430062,C1_facs_198_tr_1700385654
C1_facs_455_tr_1700430062,C1_facs_217_tr_1700431366
C1_facs_455_tr_1700430062,C1_facs_220_tr_1700429802
C1_facs_455_tr_1700430062,C1_facs_228_tr_1700429681
C1_facs_455_tr_1700430062,C1_facs_236_tr_1700430208
C1_facs_455_tr_1700430062,C1_facs_241_tr_1700429313
C1_facs_455_tr_1700430062,C1_facs_246_tr_1700430536
C1_facs_455_tr_1700430062,C1_facs_264_tr_1700431058
C1_facs_455_tr_1700430062,C1_facs_274_tr_1700432399
C1_facs_455_tr_1700430062,C1_facs_277_tr_1700432188
C1_facs_455_tr_1700430062,C1_facs_283_tr_1700430992
C1_facs_455_tr_1700430062,C1_facs_304_tr_1700430386
C1_facs_455_tr_1700430062,C1_facs_308_tr_1700431068
C1_facs_455_tr_1700430062,C1_facs_311_tr_1700432043
C1_facs_455_tr_1700430062,C1_facs_317_tr_1700430282
C1_facs_455_tr_1700430062,C1_facs_322_tr_1700431511
C1_facs_455_tr_1700430062,C1_facs_333_tr_1700431827
C1_facs_455_tr_1700430062,C1_facs_346_tr_1700429710
C1_facs_455_tr_1700430062,C1_facs_357_tr_1700322507
C1_facs_455_tr_1700430062,C1_facs_360_tr_1700322652
C1_facs_455_tr_1700430062,C1_facs_362_tr_1700322809
C1_facs_455_tr_1700430062,C1_facs_362_tr_1700322813
C1_facs_455_tr_1700430062,C1_facs_367_tr_1700429345
C1_facs_455_tr_1700430062,C1_facs_369_tr_1700432637
C1_facs_455_tr_1700430062,C1_facs_370_tr_1700430617
C1_facs_455_tr_1700430062,C1_facs_371_tr_1700431730
C1_facs_455_tr_1700430062,C1_facs_373_tr_1700430630
C1_facs_455_tr_1700430062,C1_facs_376_tr_1700431225
C1_facs_455_tr_1700430062,C1_facs_383_tr_1700432431
C1_facs_455_tr_1700430062,C1_facs_384_tr_1700430859
C1_facs_455_tr_1700430062,C1_facs_387_tr_1700430239
C1_facs_455_tr_1700430062,C1_facs_394_tr_1700429795
C1_facs_455_tr_1700430062,C1_facs_404_tr_1700432571
C1_facs_455_tr_1700430062,C1_facs_409_tr_1700432117
C1_facs_455_tr_1700430062,C1_facs_412_tr_1700432032
C1_facs_455_tr_1700430062,C1_facs_414_tr_1700431669
C1_facs_455_tr_1700430062,C1_facs_417_tr_1701613157
C1_facs_455_tr_1700430062,C1_facs_430_tr_1700432549
C1_facs_455_tr_1700430062,C1_facs_439_tr_1700432580
C1_facs_455_tr_1700430062,C1_facs_447_tr_1700431098
C1_facs_455_tr_1700430062,C1_facs_460_tr_1700432166
C1_facs_455_tr_1700430062,C1_facs_472_tr_1700431443
C1_facs_455_tr_1700430062,C1_facs_484_tr_1700431562
C1_facs_455_tr_1700430062,C1_facs_488_tr_1700429692
C1_facs_455_tr_1700430062,C1_facs_489_tr_1700429843
C1_facs_455_tr_1700430062,C1_facs_493_tr_1700430830
C1_facs_455_tr_1700430062,C1_facs_499_tr_1700430436
C1_facs_455_tr_1700430062,C1_facs_506_tr_1700429514
C1_facs_455_tr_1700430062,C1_facs_515_tr_1700430432
C1_facs_455_tr_1700430062,C2_facs_3_tr_1700919157
C1_facs_455_tr_1700430062,C2_facs_13_tr_1700919865
C1_facs_455_tr_1700430062,C2_facs_24_tr_1700919831
C1_facs_455_tr_1700430062,C2_facs_31_tr_1700920778
C1_facs_455_tr_1700430062,C2_facs_34_tr_1700919121
C1_facs_455_tr_1700430062,C2_facs_36_tr_1700920871
C1_facs_455_tr_1700430062,C2_facs_38_tr_1700919570
C1_facs_455_tr_1700430062,C2_facs_53_tr_1700921240
C1_facs_455_tr_1700430062,C2_facs_59_tr_1700919536
C1_facs_455_tr_1700430062,C2_facs_94_tr_1700920774
C1_facs_455_tr_1700430062,C2_facs_109_tr_1700921128
C1_facs_455_tr_1700430062,C2_facs_114_tr_1700919869
C1_facs_455_tr_1700430062,C2_facs_153_tr_1700919882
C1_facs_455_tr_1700430062,C2_facs_167_tr_1700920930
C1_facs_455_tr_1700430062,C2_facs_168_tr_1700921739
C1_facs_455_tr_1700430062,C2_facs_182_tr_1700919561
C1_facs_455_tr_1700430062,C2_facs_199_tr_1700918720
C1_facs_455_tr_1700430062,C2_facs_200_tr_1700921079
C1_facs_455_tr_1700430062,C2_facs_205_tr_1700920249
C1_facs_455_tr_1700430062,C2_facs_227_tr_1700921542
C1_facs_455_tr_1700430062,C2_facs_230_tr_1700921288
C1_facs_455_tr_1700430062,C2_facs_231_tr_1700919421
C1_facs_455_tr_1700430062,C2_facs_238_tr_1700920106
C1_facs_455_tr_1700430062,C2_facs_253_tr_1700921695
C1_facs_455_tr_1700430062,C2_facs_256_tr_1700919060
C1_facs_455_tr_1700430062,C2_facs_275_tr_1700919045
C1_facs_455_tr_1700430062,C2_facs_280_tr_1700920120
C1_facs_455_tr_1700430062,C2_facs_288_tr_1700921356
C1_facs_455_tr_1700430062,C2_facs_290_tr_1700920098
C1_facs_455_tr_1700430062,C2_facs_301_tr_1700919726
C1_facs_455_tr_1700430062,C2_facs_303_tr_1700920592
C1_facs_455_tr_1700430062,C2_facs_306_tr_1700919660
C1_facs_455_tr_1700430062,C2_facs_310_tr_1700921404
C1_facs_455_tr_1700430062,C2_facs_315_tr_1700920831
C1_facs_455_tr_1700430062,C2_facs_327_tr_1700919873
C1_facs_455_tr_1700430062,C2_facs_330_tr_1700918712
C1_facs_455_tr_1700430062,C2_facs_331_tr_1700921301
C1_facs_455_tr_1700430062,C2_facs_334_tr_1700919680
C1_facs_455_tr_1700430062,C2_facs_350_tr_1700919492
C1_facs_455_tr_1700430062,C2_facs_356_tr_1700919356
C1_facs_455_tr_1700430062,C2_facs_358_tr_1700920877
C1_facs_455_tr_1700430062,C2_facs_386_tr_1700919615
C1_facs_455_tr_1700430062,C2_facs_389_tr_1700921386
C1_facs_455_tr_1700430062,C2_facs_393_tr_1700918907
C1_facs_455_tr_1700430062,C2_facs_394_tr_1700919346
C1_facs_455_tr_1700430062,C2_facs_404_tr_1700919276
C1_facs_455_tr_1700430062,C2_facs_423_tr_1700920674
C1_facs_455_tr_1700430062,C2_facs_424_tr_1700921621
C1_facs_455_tr_1700430062,C2_facs_426_tr_1700921386
C1_facs_455_tr_1700430062,C2_facs_433_tr_1700921203
C1_facs_460_tr_1700432166,C1_facs_118_tr_1700431577
C1_facs_460_tr_1700432166,C1_facs_460_tr_1700432162
C1_facs_460_tr_1700432166,C1_facs_488_tr_1700429692
C1_facs_460_tr_1700432166,C2_facs_228_tr_1700919070
C1_facs_460_tr_1700432166,C2_facs_333_tr_1700921150
C1_facs_460_tr_1700432166,C2_facs_351_tr_1700921168
C1_facs_460_tr_1700432162,C1_facs_118_tr_1700431577
C1_facs_460_tr_1700432162,C1_facs_460_tr_1700432166
C1_facs_460_tr_1700432162,C1_facs_488_tr_1700429692
C1_facs_460_tr_1700432162,C2_facs_228_tr_1700919070
C1_facs_460_tr_1700432162,C2_facs_333_tr_1700921150
C1_facs_460_tr_1700432162,C2_facs_351_tr_1700921168
C1_facs_464_tr_1700431997,C2_facs_179_tr_1700919685
C1_facs_464_tr_1700431997,C2_facs_381_tr_1700920815
C1_facs_470_tr_1700430905,C2_facs_52_tr_1700921616
C1_facs_472_tr_1700431443,C1_facs_481_tr_1700431688
C1_facs_475_tr_1700431326,C1_facs_36_tr_1700316546
C1_facs_475_tr_1700431326,C1_facs_88_tr_1700430190
C1_facs_475_tr_1700431326,C1_facs_134_tr_1700322766
C1_facs_475_tr_1700431326,C1_facs_175_tr_1700431035
C1_facs_475_tr_1700431326,C1_facs_227_tr_1700430157
C1_facs_475_tr_1700431326,C1_facs_235_tr_1700432556
C1_facs_475_tr_1700431326,C1_facs_299_tr_1700431827
C1_facs_475_tr_1700431326,C1_facs_346_tr_1700429722
C1_facs_475_tr_1700431326,C1_facs_370_tr_1700430617
C1_facs_475_tr_1700431326,C1_facs_394_tr_1700429795
C1_facs_475_tr_1700431326,C1_facs_400_tr_1700431820
C1_facs_475_tr_1700431326,C1_facs_421_tr_1700430297
C1_facs_475_tr_1700431326,C1_facs_452_tr_1700430362
C1_facs_475_tr_1700431326,C1_facs_476_tr_1700429789
C1_facs_475_tr_1700431326,C1_facs_519_tr_1700431242
C1_facs_475_tr_1700431326,C2_facs_57_tr_1700921047
C1_facs_475_tr_1700431326,C2_facs_148_tr_1700921004
C1_facs_475_tr_1700431326,C2_facs_160_tr_1700920013
C1_facs_475_tr_1700431326,C2_facs_239_tr_1700920431
C1_facs_475_tr_1700431326,C2_facs_418_tr_1700921257
C1_facs_476_tr_1700429789,C1_facs_227_tr_1700430157
C1_facs_476_tr_1700429789,C1_facs_230_tr_1700431773
C1_facs_476_tr_1700429789,C1_facs_417_tr_1701613162
C1_facs_476_tr_1700429789,C1_facs_438_tr_1700431933
C1_facs_476_tr_1700429789,C2_facs_143_tr_1700920754
C1_facs_476_tr_1700429789,C2_facs_292_tr_1700919619
C1_facs_476_tr_1700429789,C2_facs_304_tr_1700919169
C1_facs_477_tr_1700432537,C1_facs_220_tr_1700429801
C1_facs_477_tr_1700432539,C1_facs_160_tr_1700430347
C1_facs_477_tr_1700432539,C1_facs_170_tr_1700429474
C1_facs_477_tr_1700432539,C1_facs_174_tr_1700432446
C1_facs_477_tr_1700432539,C1_facs_232_tr_1700432227
C1_facs_477_tr_1700432539,C1_facs_398_tr_1700431734
C1_facs_477_tr_1700432539,C1_facs_405_tr_1700430138
C1_facs_477_tr_1700432539,C1_facs_411_tr_1700429445
C1_facs_477_tr_1700432539,C1_facs_445_tr_1700432311
C1_facs_477_tr_1700432539,C1_facs_446_tr_1700432173
C1_facs_477_tr_1700432539,C1_facs_458_tr_1700432332
C1_facs_477_tr_1700432539,C1_facs_480_tr_1700430910
C1_facs_477_tr_1700432539,C1_facs_517_tr_1700429734
C1_facs_477_tr_1700432539,C2_facs_10_tr_1700920052
C1_facs_477_tr_1700432539,C2_facs_54_tr_1700919629
C1_facs_477_tr_1700432539,C2_facs_75_tr_1700921444
C1_facs_477_tr_1700432539,C2_facs_78_tr_1700918994
C1_facs_477_tr_1700432539,C2_facs_152_tr_1700919139
C1_facs_477_tr_1700432539,C2_facs_156_tr_1700918817
C1_facs_477_tr_1700432539,C2_facs_187_tr_1700919707
C1_facs_477_tr_1700432539,C2_facs_205_tr_1700920250
C1_facs_477_tr_1700432539,C2_facs_220_tr_1700918836
C1_facs_477_tr_1700432539,C2_facs_247_tr_1700920600
C1_facs_477_tr_1700432539,C2_facs_248_tr_1700920505
C1_facs_477_tr_1700432539,C2_facs_249_tr_1700918985
C1_facs_477_tr_1700432539,C2_facs_287_tr_1700920349
C1_facs_477_tr_1700432539,C2_facs_306_tr_1700919660
C1_facs_477_tr_1700432539,C2_facs_384_tr_1700918860
C1_facs_477_tr_1700432539,C2_facs_397_tr_1700921213
C1_facs_477_tr_1700432539,C2_facs_411_tr_1700920277
C1_facs_477_tr_1700432539,C2_facs_417_tr_1700921151
C1_facs_481_tr_1700431688,C2_facs_177_tr_1700919527
C1_facs_482_tr_1700431248,C2_facs_92_tr_1700918764
C1_facs_488_tr_1700429692,C2_facs_260_tr_1700919320
C1_facs_489_tr_1700429842,C2_facs_55_tr_1700920901
C1_facs_490_tr_1700429836,C1_facs_3_region_1699102206352_41
C1_facs_490_tr_1700429836,C1_facs_167_tr_1700431806
C1_facs_490_tr_1700429836,C1_facs_202_tr_1700385686
C1_facs_490_tr_1700429836,C1_facs_232_tr_1700432227
C1_facs_490_tr_1700429836,C1_facs_293_tr_1700322596
C1_facs_490_tr_1700429836,C1_facs_500_tr_1700429578
C1_facs_490_tr_1700429836,C1_facs_506_tr_1700429519
C1_facs_490_tr_1700429836,C2_facs_8_tr_1700920080
C1_facs_490_tr_1700429836,C2_facs_86_tr_1700919585
C1_facs_490_tr_1700429836,C2_facs_88_tr_1700919409
C1_facs_490_tr_1700429836,C2_facs_105_tr_1700921259
C1_facs_490_tr_1700429836,C2_facs_270_tr_1700921198
C1_facs_490_tr_1700429836,C2_facs_350_tr_1700919495
C1_facs_490_tr_1700429836,C2_facs_384_tr_1700918860
C1_facs_491_tr_1700429826,C2_facs_257_tr_1700920822
C1_facs_491_tr_1700429822,C1_facs_188_tr_1700429809
C1_facs_491_tr_1700429822,C1_facs_521_tr_1700430106
C1_facs_491_tr_1700429822,C2_facs_253_tr_1700921695
C1_facs_491_tr_1700429822,C2_facs_284_tr_1700919163
C1_facs_491_tr_1700429822,C2_facs_366_tr_1700918898
C1_facs_491_tr_1700429822,C2_facs_432_tr_1700921031
C1_facs_493_tr_1700430830,C1_facs_315_tr_1700432192
C1_facs_493_tr_1700430830,C1_facs_495_tr_1700431933
C1_facs_495_tr_1700431933,C1_facs_19_region_1700257789922_855
C1_facs_495_tr_1700431933,C1_facs_97_tr_1700430679
C1_facs_495_tr_1700431933,C1_facs_100_tr_1700431616
C1_facs_495_tr_1700431933,C1_facs_162_tr_1700430739
C1_facs_495_tr_1700431933,C1_facs_163_tr_1700430506
C1_facs_495_tr_1700431933,C1_facs_164_tr_1700429592
C1_facs_495_tr_1700431933,C1_facs_207_tr_1700385666
C1_facs_495_tr_1700431933,C1_facs_425_tr_1700431418
C1_facs_495_tr_1700431933,C1_facs_455_tr_1700430062
C1_facs_495_tr_1700431933,C2_facs_75_tr_1700921444
C1_facs_495_tr_1700431933,C2_facs_94_tr_1700920770
C1_facs_495_tr_1700431933,C2_facs_128_tr_1700921527
C1_facs_495_tr_1700431933,C2_facs_175_tr_1700919508
C1_facs_495_tr_1700431933,C2_facs_242_tr_1700921456
C1_facs_495_tr_1700431933,C2_facs_249_tr_1700918985
C1_facs_495_tr_1700431933,C2_facs_281_tr_1700920448
C1_facs_495_tr_1700431933,C2_facs_386_tr_1700919607
C1_facs_495_tr_1700431933,C2_facs_389_tr_1700921387
C1_facs_495_tr_1700431933,C2_facs_402_tr_1700920001
C1_facs_496_tr_1700431165,C1_facs_369_tr_1700432637
C1_facs_505_tr_1700432104,C1_facs_40_tr_1700322718
C1_facs_505_tr_1700432104,C1_facs_50_tr_1701613298
C1_facs_505_tr_1700432104,C1_facs_124_region_1700261827545_1484
C1_facs_505_tr_1700432104,C1_facs_174_tr_1700432446
C1_facs_505_tr_1700432104,C1_facs_207_tr_1700385666
C1_facs_505_tr_1700432104,C1_facs_240_tr_1700431281
C1_facs_505_tr_1700432104,C1_facs_384_tr_1700430859
C1_facs_505_tr_1700432104,C1_facs_417_tr_1701613162
C1_facs_505_tr_1700432104,C1_facs_454_tr_1700431307
C1_facs_505_tr_1700432104,C1_facs_458_tr_1700432332
C1_facs_505_tr_1700432104,C1_facs_477_tr_1700432539
C1_facs_505_tr_1700432104,C1_facs_500_tr_1700429580
C1_facs_505_tr_1700432104,C1_facs_515_tr_1700430432
C1_facs_505_tr_1700432104,C2_facs_20_tr_1700919295
C1_facs_505_tr_1700432104,C2_facs_42_tr_1700919549
C1_facs_505_tr_1700432104,C2_facs_46_tr_1700920721
C1_facs_505_tr_1700432104,C2_facs_109_tr_1700921130
C1_facs_505_tr_1700432104,C2_facs_154_tr_1700919993
C1_facs_505_tr_1700432104,C2_facs_175_tr_1700919508
C1_facs_505_tr_1700432104,C2_facs_200_tr_1700921081
C1_facs_505_tr_1700432104,C2_facs_200_tr_1700921079
C1_facs_505_tr_1700432104,C2_facs_242_tr_1700921456
C1_facs_505_tr_1700432104,C2_facs_251_tr_1700918727
C1_facs_505_tr_1700432104,C2_facs_266_tr_1700921427
C1_facs_505_tr_1700432104,C2_facs_308_tr_1700919651
C1_facs_505_tr_1700432104,C2_facs_329_tr_1700919761
C1_facs_505_tr_1700432104,C2_facs_345_tr_1700919441
C1_facs_505_tr_1700432104,C2_facs_358_tr_1700920877
C1_facs_505_tr_1700432104,C2_facs_373_tr_1700921565
C1_facs_505_tr_1700432104,C2_facs_377_tr_1700918792
C1_facs_505_tr_1700432104,C2_facs_397_tr_1700921213
C1_facs_506_tr_1700429514,C1_facs_50_tr_1701613298
C1_facs_506_tr_1700429514,C1_facs_90_tr_1700431488
C1_facs_506_tr_1700429514,C1_facs_221_tr_1700430639
C1_facs_506_tr_1700429514,C1_facs_489_tr_1700429842
C1_facs_506_tr_1700429514,C2_facs_195_tr_1700920684
C1_facs_506_tr_1700429514,C2_facs_278_tr_1700919194
C1_facs_506_tr_1700429515,C1_facs_191_tr_1700431335
C1_facs_506_tr_1700429515,C1_facs_217_tr_1700431366
C1_facs_506_tr_1700429515,C1_facs_439_tr_1700432579
C1_facs_506_tr_1700429515,C2_facs_29_tr_1700920923
C1_facs_506_tr_1700429515,C2_facs_109_tr_1700921133
C1_facs_506_tr_1700429515,C2_facs_286_tr_1700921468
C1_facs_511_tr_1700429317,C2_facs_320_tr_1700919390
C1_facs_512_tr_1700429954,C2_facs_196_tr_1700921640
C1_facs_512_tr_1700429949,C1_facs_26_tr_1700316510
C1_facs_512_tr_1700429949,C1_facs_293_tr_1700322596
C1_facs_512_tr_1700429949,C1_facs_308_tr_1700431068
C1_facs_512_tr_1700429949,C1_facs_373_tr_1700430636
C1_facs_512_tr_1700429949,C1_facs_475_tr_1700431326
C1_facs_512_tr_1700429949,C2_facs_59_tr_1700919537
C1_facs_512_tr_1700429949,C2_facs_299_tr_1700920653
C1_facs_515_tr_1700430432,C1_facs_8_region_1699102952561_113
C1_facs_516_tr_1700432379,C2_facs_114_tr_1700919869
C1_facs_517_tr_1700429734,C1_facs_207_tr_1700385666
C1_facs_518_tr_1700432363,C2_facs_434_tr_1700920814
C1_facs_518_tr_1700432362,C1_facs_198_tr_1700385654
C1_facs_521_tr_1700430106,C1_facs_117_tr_1700430217
C1_facs_522_tr_1700431596,C1_facs_308_tr_1700431066
C1_facs_522_tr_1700431596,C2_facs_202_tr_1700919245
C1_facs_525_tr_1700429332,C1_facs_353_tr_1700429353
C1_facs_525_tr_1700429332,C1_facs_495_tr_1700431933
C1_facs_525_tr_1700429332,C2_facs_290_tr_1700920098
C1_facs_525_tr_1700429332,C2_facs_309_tr_1700921086
C1_facs_525_tr_1700429332,C2_facs_432_tr_1700921031
C2_facs_2_tr_1700920390,C2_facs_43_tr_1700919785
C2_facs_3_tr_1700919156,C1_facs_365_tr_1700322744
C2_facs_3_tr_1700919156,C1_facs_475_tr_1700431326
C2_facs_3_tr_1700919156,C1_facs_506_tr_1700429514
C2_facs_3_tr_1700919156,C2_facs_3_tr_1700919157
C2_facs_3_tr_1700919156,C2_facs_156_tr_1700918812
C2_facs_3_tr_1700919156,C2_facs_316_tr_1700920664
C2_facs_3_tr_1700919156,C2_facs_347_tr_1700919082
C2_facs_3_tr_1700919156,C2_facs_377_tr_1700918792
C2_facs_10_tr_1700920056,C1_facs_88_tr_1700430190
C2_facs_10_tr_1700920056,C1_facs_223_tr_1700432393
C2_facs_10_tr_1700920056,C1_facs_521_tr_1700430106
C2_facs_13_tr_1700919865,C1_facs_395_tr_1700429288
C2_facs_13_tr_1700919865,C1_facs_512_tr_1700429949
C2_facs_13_tr_1700919865,C2_facs_297_tr_1700920355
C2_facs_16_tr_1700921714,C1_facs_119_tr_1700432609
C2_facs_16_tr_1700921714,C1_facs_521_tr_1700430106
C2_facs_18_tr_1700920546,C1_facs_20_region_1700258069305_931
C2_facs_18_tr_1700920546,C1_facs_370_tr_1700430617
C2_facs_18_tr_1700920546,C1_facs_511_tr_1700429317
C2_facs_18_tr_1700920546,C2_facs_49_tr_1700920956
C2_facs_18_tr_1700920546,C2_facs_71_tr_1700918647
C2_facs_21_tr_1700918679,C1_facs_11_region_1699103205924_208
C2_facs_24_tr_1700919831,C1_facs_34_tr_1700316592
C2_facs_24_tr_1700919831,C1_facs_328_tr_1700431385
C2_facs_24_tr_1700919831,C1_facs_376_tr_1700431225
C2_facs_24_tr_1700919831,C1_facs_388_tr_1700429290
C2_facs_24_tr_1700919831,C1_facs_491_tr_1700429822
C2_facs_24_tr_1700919831,C2_facs_34_tr_1700919124
C2_facs_24_tr_1700919831,C2_facs_101_tr_1700920260
C2_facs_24_tr_1700919831,C2_facs_153_tr_1700919882
C2_facs_24_tr_1700919831,C2_facs_237_tr_1700920126
C2_facs_24_tr_1700919831,C2_facs_250_tr_1700921233
C2_facs_24_tr_1700919831,C2_facs_293_tr_1700920370
C2_facs_24_tr_1700919831,C2_facs_418_tr_1700921257
C2_facs_24_tr_1700919828,C1_facs_3_region_1699102206352_41
C2_facs_24_tr_1700919828,C1_facs_36_tr_1700316546
C2_facs_24_tr_1700919828,C1_facs_155_tr_1700429881
C2_facs_24_tr_1700919828,C1_facs_179_tr_1700430849
C2_facs_24_tr_1700919828,C1_facs_262_tr_1700429617
C2_facs_24_tr_1700919828,C1_facs_308_tr_1700431068
C2_facs_24_tr_1700919828,C1_facs_452_tr_1700430362
C2_facs_24_tr_1700919828,C2_facs_3_tr_1700919157
C2_facs_24_tr_1700919828,C2_facs_151_tr_1700918695
C2_facs_24_tr_1700919828,C2_facs_277_tr_1700919380
C2_facs_24_tr_1700919828,C2_facs_286_tr_1700921469
C2_facs_25_tr_1700918960,C1_facs_141_tr_1700432367
C2_facs_31_tr_1700920778,C1_facs_278_tr_1700430262
C2_facs_34_tr_1700919124,C1_facs_84_tr_1700431136
C2_facs_34_tr_1700919124,C1_facs_230_tr_1700431773
C2_facs_34_tr_1700919124,C1_facs_317_tr_1700430285
C2_facs_34_tr_1700919124,C1_facs_370_tr_1700430617
C2_facs_34_tr_1700919124,C2_facs_92_tr_1700918764
C2_facs_34_tr_1700919124,C2_facs_124_tr_1700921510
C2_facs_34_tr_1700919124,C2_facs_239_tr_1700920431
C2_facs_34_tr_1700919124,C2_facs_351_tr_1700921166
C2_facs_34_tr_1700919124,C2_facs_408_tr_1700918876
C2_facs_36_tr_1700920871,C2_facs_130_tr_1700918969
C2_facs_37_tr_1700919243,C1_facs_36_tr_1700316546
C2_facs_37_tr_1700919243,C1_facs_162_tr_1700430739
C2_facs_37_tr_1700919243,C1_facs_178_tr_1700430511
C2_facs_37_tr_1700919243,C1_facs_223_tr_1700432394
C2_facs_37_tr_1700919243,C1_facs_272_tr_1700432072
C2_facs_37_tr_1700919243,C1_facs_278_tr_1700430262
C2_facs_37_tr_1700919243,C1_facs_351_tr_1700431880
C2_facs_37_tr_1700919243,C2_facs_40_tr_1700920320
C2_facs_37_tr_1700919243,C2_facs_172_tr_1700920988
C2_facs_37_tr_1700919243,C2_facs_315_tr_1700920831
C2_facs_37_tr_1700919243,C2_facs_416_tr_1700918931
C2_facs_37_tr_1700919243,C2_facs_429_tr_1700920476
C2_facs_38_tr_1700919570,C1_facs_412_tr_1700432032
